0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,URL
Duke,ACC,FR,QB,12,141,486,3.4,7,1,0,0.0,0,142,486,3.4,7,https://www.sports-reference.com/cfb/players/daniel-jones-4.html
Duke,ACC,SO,QB,13,161,518,3.2,7,0,0,0,161,518,3.2,7,,https://www.sports-reference.com/cfb/players/daniel-jones-4.html
Duke,ACC,JR,QB,11,104,319,3.1,3,1,6,6.0,0,105,325,3.1,3,https://www.sports-reference.com/cfb/players/daniel-jones-4.html
Duke,406,1323,3.3,17,2,6,3.0,0,408,1329,3.3,17,,,,,https://www.sports-reference.com/cfb/players/daniel-jones-4.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/drew-lock-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/drew-lock-1.html
Missouri,SEC,FR,QB,12,52,28,0.5,1,0,0,0,52,28,0.5,1,,https://www.sports-reference.com/cfb/players/drew-lock-1.html
Missouri,SEC,SO,QB,12,52,123,2.4,1,1,21,21.0,1,53,144,2.7,2,https://www.sports-reference.com/cfb/players/drew-lock-1.html
Missouri,SEC,JR,QB,13,43,111,2.6,1,0,0,0,43,111,2.6,1,,https://www.sports-reference.com/cfb/players/drew-lock-1.html
Missouri,SEC,SR,QB,13,55,175,3.2,6,0,0,0,55,175,3.2,6,,https://www.sports-reference.com/cfb/players/drew-lock-1.html
Missouri,202,437,2.2,9,1,21,21.0,1,203,458,2.3,10,,,,,https://www.sports-reference.com/cfb/players/drew-lock-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/trace-mcsorley-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/trace-mcsorley-1.html
Penn State,Big Ten,FR,QB,6,13,43,3.3,0,0,0,0,13,43,3.3,0,,https://www.sports-reference.com/cfb/players/trace-mcsorley-1.html
Penn State,Big Ten,SO,QB,14,146,365,2.5,7,0,0,0,146,365,2.5,7,,https://www.sports-reference.com/cfb/players/trace-mcsorley-1.html
Penn State,Big Ten,JR,QB,13,144,491,3.4,11,0,0,0,144,491,3.4,11,,https://www.sports-reference.com/cfb/players/trace-mcsorley-1.html
Penn State,Big Ten,SR,QB,13,170,798,4.7,12,0,0,0,170,798,4.7,12,,https://www.sports-reference.com/cfb/players/trace-mcsorley-1.html
Penn State,473,1697,3.6,30,0,0,0,473,1697,3.6,30,,,,,,https://www.sports-reference.com/cfb/players/trace-mcsorley-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/gardner-minshew-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/gardner-minshew-1.html
East Carolina,American,SO,QB,7,20,-36,-1.8,0,0,0,0,20,-36,-1.8,0,,https://www.sports-reference.com/cfb/players/gardner-minshew-1.html
East Carolina,American,JR,QB,10,18,-40,-2.2,0,0,0,0,18,-40,-2.2,0,,https://www.sports-reference.com/cfb/players/gardner-minshew-1.html
Washington State,Pac-12,SR,QB,13,58,119,2.1,4,0,0,0,58,119,2.1,4,,https://www.sports-reference.com/cfb/players/gardner-minshew-1.html
Overall,96,43,0.4,4,0,0,0,96,43,0.4,4,,,,,,https://www.sports-reference.com/cfb/players/gardner-minshew-1.html
East Carolina,38,-76,-2.0,0,0,0,0,38,-76,-2.0,0,,,,,,https://www.sports-reference.com/cfb/players/gardner-minshew-1.html
Washington State,58,119,2.1,4,0,0,0,58,119,2.1,4,,,,,,https://www.sports-reference.com/cfb/players/gardner-minshew-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/kyler-murray-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/kyler-murray-1.html
Texas A&M,SEC,FR,QB,8,53,335,6.3,1,0,0,0,53,335,6.3,1,,https://www.sports-reference.com/cfb/players/kyler-murray-1.html
Oklahoma,Big 12,SO,QB,7,14,142,10.1,0,0,0,0,14,142,10.1,0,,https://www.sports-reference.com/cfb/players/kyler-murray-1.html
Oklahoma,Big 12,JR,QB,14,140,1001,7.2,12,0,0,0,140,1001,7.2,12,,https://www.sports-reference.com/cfb/players/kyler-murray-1.html
Overall,207,1478,7.1,13,0,0,0,207,1478,7.1,13,,,,,,https://www.sports-reference.com/cfb/players/kyler-murray-1.html
Texas A&M,53,335,6.3,1,0,0,0,53,335,6.3,1,,,,,,https://www.sports-reference.com/cfb/players/kyler-murray-1.html
Oklahoma,154,1143,7.4,12,0,0,0,154,1143,7.4,12,,,,,,https://www.sports-reference.com/cfb/players/kyler-murray-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/brett-rypien-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/brett-rypien-1.html
Boise State,MWC,FR,QB,11,41,-77,-1.9,1,1,4,4.0,1,42,-73,-1.7,2,https://www.sports-reference.com/cfb/players/brett-rypien-1.html
Boise State,MWC,SO,QB,13,48,-16,-0.3,2,1,33,33.0,1,49,17,0.3,3,https://www.sports-reference.com/cfb/players/brett-rypien-1.html
Boise State,MWC,JR,QB,13,37,-21,-0.6,0,1,15,15.0,0,38,-6,-0.2,0,https://www.sports-reference.com/cfb/players/brett-rypien-1.html
Boise State,MWC,SR,QB,13,85,12,0.1,0,0,0,0,85,12,0.1,0,,https://www.sports-reference.com/cfb/players/brett-rypien-1.html
Boise State,211,-102,-0.5,3,3,52,17.3,2,214,-50,-0.2,5,,,,,https://www.sports-reference.com/cfb/players/brett-rypien-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/kyle-shurmur-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/kyle-shurmur-1.html
Vanderbilt,SEC,FR,QB,6,14,-33,-2.4,0,0,0,0,14,-33,-2.4,0,,https://www.sports-reference.com/cfb/players/kyle-shurmur-1.html
Vanderbilt,SEC,SO,QB,13,50,-129,-2.6,0,0,0,0,50,-129,-2.6,0,,https://www.sports-reference.com/cfb/players/kyle-shurmur-1.html
Vanderbilt,SEC,JR,QB,12,34,-84,-2.5,3,0,0,0,34,-84,-2.5,3,,https://www.sports-reference.com/cfb/players/kyle-shurmur-1.html
Vanderbilt,SEC,SR,QB,13,39,-80,-2.1,0,0,0,0,39,-80,-2.1,0,,https://www.sports-reference.com/cfb/players/kyle-shurmur-1.html
Vanderbilt,137,-326,-2.4,3,0,0,0,137,-326,-2.4,3,,,,,,https://www.sports-reference.com/cfb/players/kyle-shurmur-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/jarrett-stidham-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/jarrett-stidham-1.html
Baylor,Big 12,FR,QB,10,36,70,1.9,2,0,0,0,36,70,1.9,2,,https://www.sports-reference.com/cfb/players/jarrett-stidham-1.html
Auburn,SEC,SO,QB,14,103,153,1.5,4,0,0,0,103,153,1.5,4,,https://www.sports-reference.com/cfb/players/jarrett-stidham-1.html
Auburn,SEC,JR,QB,13,72,1,0.0,3,0,0,0,72,1,0.0,3,,https://www.sports-reference.com/cfb/players/jarrett-stidham-1.html
Overall,211,224,1.1,9,0,0,0,211,224,1.1,9,,,,,,https://www.sports-reference.com/cfb/players/jarrett-stidham-1.html
Baylor,36,70,1.9,2,0,0,0,36,70,1.9,2,,,,,,https://www.sports-reference.com/cfb/players/jarrett-stidham-1.html
Auburn,175,154,0.9,7,0,0,0,175,154,0.9,7,,,,,,https://www.sports-reference.com/cfb/players/jarrett-stidham-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/jordan-taamu-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/jordan-taamu-1.html
Ole Miss,SEC,JR,QB,7,57,165,2.9,4,0,0,0,57,165,2.9,4,,https://www.sports-reference.com/cfb/players/jordan-taamu-1.html
Ole Miss,SEC,SR,QB,12,116,342,2.9,6,0,0,0,116,342,2.9,6,,https://www.sports-reference.com/cfb/players/jordan-taamu-1.html
Ole Miss,173,507,2.9,10,0,0,0,173,507,2.9,10,,,,,,https://www.sports-reference.com/cfb/players/jordan-taamu-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/clayton-thorson-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/clayton-thorson-1.html
Northwestern,Big Ten,FR,QB,13,100,397,4.0,5,1,0,0.0,0,101,397,3.9,5,https://www.sports-reference.com/cfb/players/clayton-thorson-1.html
Northwestern,Big Ten,SO,QB,13,97,98,1.0,5,0,0,0,97,98,1.0,5,,https://www.sports-reference.com/cfb/players/clayton-thorson-1.html
Northwestern,Big Ten,JR,QB,13,87,23,0.3,8,1,24,24.0,0,88,47,0.5,8,https://www.sports-reference.com/cfb/players/clayton-thorson-1.html
Northwestern,Big Ten,SR,QB,14,78,-110,-1.4,9,0,0,0,78,-110,-1.4,9,,https://www.sports-reference.com/cfb/players/clayton-thorson-1.html
Northwestern,362,408,1.1,27,2,24,12.0,0,364,432,1.2,27,,,,,https://www.sports-reference.com/cfb/players/clayton-thorson-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/kelly-bryant-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/kelly-bryant-1.html
Clemson,ACC,FR,QB,7,23,156,6.8,2,0,0,0,23,156,6.8,2,,https://www.sports-reference.com/cfb/players/kelly-bryant-1.html
Clemson,ACC,SO,QB,4,12,22,1.8,1,0,0,0,12,22,1.8,1,,https://www.sports-reference.com/cfb/players/kelly-bryant-1.html
Clemson,ACC,JR,QB,14,192,665,3.5,11,0,0,0,192,665,3.5,11,,https://www.sports-reference.com/cfb/players/kelly-bryant-1.html
Clemson,ACC,SR,QB,4,30,130,4.3,2,0,0,0,30,130,4.3,2,,https://www.sports-reference.com/cfb/players/kelly-bryant-1.html
Missouri,SEC,SR,QB,10,106,242,2.3,1,0,0,0,106,242,2.3,1,,https://www.sports-reference.com/cfb/players/kelly-bryant-1.html
Overall,363,1215,3.3,17,0,0,0,363,1215,3.3,17,,,,,,https://www.sports-reference.com/cfb/players/kelly-bryant-1.html
Clemson,257,973,3.8,16,0,0,0,257,973,3.8,16,,,,,,https://www.sports-reference.com/cfb/players/kelly-bryant-1.html
Missouri,106,242,2.3,1,0,0,0,106,242,2.3,1,,,,,,https://www.sports-reference.com/cfb/players/kelly-bryant-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/joe-burrow-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/joe-burrow-1.html
Ohio State,Big Ten,FR,QB,0,0,0,,,,,,,,,,,https://www.sports-reference.com/cfb/players/joe-burrow-1.html
Ohio State,Big Ten,FR,QB,5,12,58,4.8,1,0,0,0,12,58,4.8,1,,https://www.sports-reference.com/cfb/players/joe-burrow-1.html
Ohio State,Big Ten,SO,QB,5,3,-5,-1.7,0,0,0,0,3,-5,-1.7,0,,https://www.sports-reference.com/cfb/players/joe-burrow-1.html
LSU,SEC,JR,QB,13,128,399,3.1,7,0,0,0,128,399,3.1,7,,https://www.sports-reference.com/cfb/players/joe-burrow-1.html
LSU,SEC,SR,QB,15,115,368,3.2,5,1,16,16.0,0,116,384,3.3,5,https://www.sports-reference.com/cfb/players/joe-burrow-1.html
Overall,258,820,3.2,13,1,16,16.0,0,259,836,3.2,13,,,,,https://www.sports-reference.com/cfb/players/joe-burrow-1.html
Ohio State,15,53,3.5,1,0,0,0,15,53,3.5,1,,,,,,https://www.sports-reference.com/cfb/players/joe-burrow-1.html
LSU,243,767,3.2,12,1,16,16.0,0,244,783,3.2,12,,,,,https://www.sports-reference.com/cfb/players/joe-burrow-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/jacob-eason-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/jacob-eason-1.html
Georgia,SEC,FR,QB,13,33,-45,-1.4,1,0,0,0,33,-45,-1.4,1,,https://www.sports-reference.com/cfb/players/jacob-eason-1.html
Georgia,SEC,SO,QB,3,3,-12,-4.0,0,0,0,0,3,-12,-4.0,0,,https://www.sports-reference.com/cfb/players/jacob-eason-1.html
Washington,Pac-12,JR,QB,13,46,-69,-1.5,1,0,5,0,46,-64,-1.4,1,,https://www.sports-reference.com/cfb/players/jacob-eason-1.html
Overall,82,-126,-1.5,2,0,5,0,82,-121,-1.5,2,,,,,,https://www.sports-reference.com/cfb/players/jacob-eason-1.html
Georgia,36,-57,-1.6,1,0,0,0,36,-57,-1.6,1,,,,,,https://www.sports-reference.com/cfb/players/jacob-eason-1.html
Washington,46,-69,-1.5,1,0,5,0,46,-64,-1.4,1,,,,,,https://www.sports-reference.com/cfb/players/jacob-eason-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/jake-fromm-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/jake-fromm-1.html
Georgia,SEC,FR,QB,15,55,79,1.4,3,0,0,0,55,79,1.4,3,,https://www.sports-reference.com/cfb/players/jake-fromm-1.html
Georgia,SEC,SO,QB,14,41,-27,-0.7,0,0,0,0,41,-27,-0.7,0,,https://www.sports-reference.com/cfb/players/jake-fromm-1.html
Georgia,SEC,JR,QB,14,38,-12,-0.3,0,0,0,0,38,-12,-0.3,0,,https://www.sports-reference.com/cfb/players/jake-fromm-1.html
Georgia,134,40,0.3,3,0,0,0,134,40,0.3,3,,,,,,https://www.sports-reference.com/cfb/players/jake-fromm-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/anthony-gordon-2.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/anthony-gordon-2.html
Washington State,Pac-12,JR,QB,2,0,0,0,0,0,0,0,0,0,,,,https://www.sports-reference.com/cfb/players/anthony-gordon-2.html
Washington State,Pac-12,SR,QB,13,51,-20,-0.4,0,0,0,0,51,-20,-0.4,0,,https://www.sports-reference.com/cfb/players/anthony-gordon-2.html
Washington State,51,-20,-0.4,0,0,0,0,51,-20,-0.4,0,,,,,,https://www.sports-reference.com/cfb/players/anthony-gordon-2.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/justin-herbert-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/justin-herbert-1.html
Oregon,Pac-12,FR,QB,8,58,161,2.8,2,0,0,0,58,161,2.8,2,,https://www.sports-reference.com/cfb/players/justin-herbert-1.html
Oregon,Pac-12,SO,QB,8,44,183,4.2,5,0,0,0,44,183,4.2,5,,https://www.sports-reference.com/cfb/players/justin-herbert-1.html
Oregon,Pac-12,JR,QB,13,71,166,2.3,2,0,0,0,71,166,2.3,2,,https://www.sports-reference.com/cfb/players/justin-herbert-1.html
Oregon,Pac-12,SR,QB,14,58,50,0.9,4,0,0,0,58,50,0.9,4,,https://www.sports-reference.com/cfb/players/justin-herbert-1.html
Oregon,231,560,2.4,13,0,0,0,231,560,2.4,13,,,,,,https://www.sports-reference.com/cfb/players/justin-herbert-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/jalen-hurts-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/jalen-hurts-1.html
Alabama,SEC,FR,QB,15,191,954,5.0,13,0,0,0,191,954,5.0,13,,https://www.sports-reference.com/cfb/players/jalen-hurts-1.html
Alabama,SEC,SO,QB,14,154,855,5.6,8,1,-1,-1.0,0,155,854,5.5,8,https://www.sports-reference.com/cfb/players/jalen-hurts-1.html
Alabama,SEC,JR,QB,13,36,167,4.6,2,2,16,8.0,0,38,183,4.8,2,https://www.sports-reference.com/cfb/players/jalen-hurts-1.html
Oklahoma,Big 12,SR,QB,14,233,1298,5.6,20,2,25,12.5,1,235,1323,5.6,21,https://www.sports-reference.com/cfb/players/jalen-hurts-1.html
Overall,614,3274,5.3,43,5,40,8.0,1,619,3314,5.4,44,,,,,https://www.sports-reference.com/cfb/players/jalen-hurts-1.html
Alabama,381,1976,5.2,23,3,15,5.0,0,384,1991,5.2,23,,,,,https://www.sports-reference.com/cfb/players/jalen-hurts-1.html
Oklahoma,233,1298,5.6,20,2,25,12.5,1,235,1323,5.6,21,,,,,https://www.sports-reference.com/cfb/players/jalen-hurts-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/brian-lewerke-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/brian-lewerke-1.html
Michigan State,Big Ten,FR,QB,0,0,0,,,,,,,,,,,https://www.sports-reference.com/cfb/players/brian-lewerke-1.html
Michigan State,Big Ten,FR,QB,4,21,149,7.1,0,0,0,0,21,149,7.1,0,,https://www.sports-reference.com/cfb/players/brian-lewerke-1.html
Michigan State,Big Ten,SO,QB,13,124,559,4.5,5,1,5,5.0,0,125,564,4.5,5,https://www.sports-reference.com/cfb/players/brian-lewerke-1.html
Michigan State,Big Ten,JR,QB,11,90,184,2.0,2,2,10,5.0,1,92,194,2.1,3,https://www.sports-reference.com/cfb/players/brian-lewerke-1.html
Michigan State,Big Ten,SR,QB,13,111,363,3.3,3,1,17,17.0,0,112,380,3.4,3,https://www.sports-reference.com/cfb/players/brian-lewerke-1.html
Michigan State,346,1255,3.6,10,4,32,8.0,1,350,1287,3.7,11,,,,,https://www.sports-reference.com/cfb/players/brian-lewerke-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/jordan-love-2.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/jordan-love-2.html
Utah State,MWC,FR,QB,12,46,165,3.6,2,0,0,0,46,165,3.6,2,,https://www.sports-reference.com/cfb/players/jordan-love-2.html
Utah State,MWC,SO,QB,13,43,63,1.5,7,0,0,0,43,63,1.5,7,,https://www.sports-reference.com/cfb/players/jordan-love-2.html
Utah State,MWC,JR,QB,13,81,175,2.2,0,0,0,0,81,175,2.2,0,,https://www.sports-reference.com/cfb/players/jordan-love-2.html
Utah State,170,403,2.4,9,0,0,0,170,403,2.4,9,,,,,,https://www.sports-reference.com/cfb/players/jordan-love-2.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/jake-luton-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/jake-luton-1.html
Idaho,Sun Belt,FR,QB,6,27,73,2.7,5,0,0,0,27,73,2.7,5,,https://www.sports-reference.com/cfb/players/jake-luton-1.html
Oregon State,Pac-12,JR,QB,4,17,27,1.6,0,0,0,0,17,27,1.6,0,,https://www.sports-reference.com/cfb/players/jake-luton-1.html
Oregon State,Pac-12,SR,QB,8,28,-144,-5.1,0,0,0,0,28,-144,-5.1,0,,https://www.sports-reference.com/cfb/players/jake-luton-1.html
Oregon State,Pac-12,SR,QB,11,44,-87,-2.0,1,0,0,0,44,-87,-2.0,1,,https://www.sports-reference.com/cfb/players/jake-luton-1.html
Overall,116,-131,-1.1,6,0,0,0,116,-131,-1.1,6,,,,,,https://www.sports-reference.com/cfb/players/jake-luton-1.html
Idaho,27,73,2.7,5,0,0,0,27,73,2.7,5,,,,,,https://www.sports-reference.com/cfb/players/jake-luton-1.html
Oregon State,89,-204,-2.3,1,0,0,0,89,-204,-2.3,1,,,,,,https://www.sports-reference.com/cfb/players/jake-luton-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/cole-mcdonald-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/cole-mcdonald-1.html
Hawaii,MWC,FR,QB,6,16,138,8.6,1,0,0,0,16,138,8.6,1,,https://www.sports-reference.com/cfb/players/cole-mcdonald-1.html
Hawaii,MWC,SO,QB,13,134,359,2.7,4,0,0,0,134,359,2.7,4,,https://www.sports-reference.com/cfb/players/cole-mcdonald-1.html
Hawaii,MWC,JR,QB,14,101,383,3.8,7,0,0,0,101,383,3.8,7,,https://www.sports-reference.com/cfb/players/cole-mcdonald-1.html
Hawaii,251,880,3.5,12,0,0,0,251,880,3.5,12,,,,,,https://www.sports-reference.com/cfb/players/cole-mcdonald-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/steven-montez-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/steven-montez-1.html
Colorado,Pac-12,FR,QB,0,0,0,,,,,,,,,,,https://www.sports-reference.com/cfb/players/steven-montez-1.html
Colorado,Pac-12,SO,QB,9,52,231,4.4,1,0,0,0,52,231,4.4,1,,https://www.sports-reference.com/cfb/players/steven-montez-1.html
Colorado,Pac-12,SO,QB,12,132,338,2.6,3,1,11,11.0,1,133,349,2.6,4,https://www.sports-reference.com/cfb/players/steven-montez-1.html
Colorado,Pac-12,JR,QB,12,94,238,2.5,4,0,0,0,94,238,2.5,4,,https://www.sports-reference.com/cfb/players/steven-montez-1.html
Colorado,Pac-12,SR,QB,12,65,153,2.4,3,0,0,0,65,153,2.4,3,,https://www.sports-reference.com/cfb/players/steven-montez-1.html
Colorado,343,960,2.8,11,1,11,11.0,1,344,971,2.8,12,,,,,https://www.sports-reference.com/cfb/players/steven-montez-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/james-morgan-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/james-morgan-1.html
Bowling Green State,MAC,FR,QB,0,0,0,,,,,,,,,,,https://www.sports-reference.com/cfb/players/james-morgan-1.html
Bowling Green State,MAC,FR,QB,11,45,-72,-1.6,0,0,0,0,45,-72,-1.6,0,,https://www.sports-reference.com/cfb/players/james-morgan-1.html
Bowling Green State,MAC,SO,QB,7,26,-37,-1.4,0,0,0,0,26,-37,-1.4,0,,https://www.sports-reference.com/cfb/players/james-morgan-1.html
Florida International,CUSA,JR,QB,12,27,-19,-0.7,1,0,0,0,27,-19,-0.7,1,,https://www.sports-reference.com/cfb/players/james-morgan-1.html
Florida International,CUSA,SR,QB,12,32,-40,-1.3,2,0,0,0,32,-40,-1.3,2,,https://www.sports-reference.com/cfb/players/james-morgan-1.html
Overall,130,-168,-1.3,3,0,0,0,130,-168,-1.3,3,,,,,,https://www.sports-reference.com/cfb/players/james-morgan-1.html
Bowling Green State,71,-109,-1.5,0,0,0,0,71,-109,-1.5,0,,,,,,https://www.sports-reference.com/cfb/players/james-morgan-1.html
Florida International,59,-59,-1.0,3,0,0,0,59,-59,-1.0,3,,,,,,https://www.sports-reference.com/cfb/players/james-morgan-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/shea-patterson-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/shea-patterson-1.html
Ole Miss,SEC,FR,QB,3,41,169,4.1,0,0,0,0,41,169,4.1,0,,https://www.sports-reference.com/cfb/players/shea-patterson-1.html
Ole Miss,SEC,SO,QB,7,47,-16,-0.3,1,0,0,0,47,-16,-0.3,1,,https://www.sports-reference.com/cfb/players/shea-patterson-1.html
Michigan,Big Ten,JR,QB,13,76,273,3.6,2,0,0,0,76,273,3.6,2,,https://www.sports-reference.com/cfb/players/shea-patterson-1.html
Michigan,Big Ten,SR,QB,13,87,50,0.6,5,0,0,0,87,50,0.6,5,,https://www.sports-reference.com/cfb/players/shea-patterson-1.html
Overall,251,476,1.9,8,0,0,0,251,476,1.9,8,,,,,,https://www.sports-reference.com/cfb/players/shea-patterson-1.html
Ole Miss,88,153,1.7,1,0,0,0,88,153,1.7,1,,,,,,https://www.sports-reference.com/cfb/players/shea-patterson-1.html
Michigan,163,323,2.0,7,0,0,0,163,323,2.0,7,,,,,,https://www.sports-reference.com/cfb/players/shea-patterson-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/nathan-stanley-2.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/nathan-stanley-2.html
Iowa,Big Ten,FR,QB,5,0,0,0,0,0,0,0,0,0,,,,https://www.sports-reference.com/cfb/players/nathan-stanley-2.html
Iowa,Big Ten,SO,QB,13,49,-115,-2.3,0,0,0,0,49,-115,-2.3,0,,https://www.sports-reference.com/cfb/players/nathan-stanley-2.html
Iowa,Big Ten,JR,QB,13,36,4,0.1,1,0,-13,0,36,-9,-0.3,1,,https://www.sports-reference.com/cfb/players/nathan-stanley-2.html
Iowa,Big Ten,SR,QB,13,76,7,0.1,1,0,0,0,76,7,0.1,1,,https://www.sports-reference.com/cfb/players/nathan-stanley-2.html
Iowa,161,-104,-0.6,2,0,-13,0,161,-117,-0.7,2,,,,,,https://www.sports-reference.com/cfb/players/nathan-stanley-2.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/tua-tagovailoa-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/tua-tagovailoa-1.html
Alabama,SEC,FR,QB,8,27,133,4.9,2,0,0,0,27,133,4.9,2,,https://www.sports-reference.com/cfb/players/tua-tagovailoa-1.html
Alabama,SEC,SO,QB,15,57,190,3.3,5,0,0,0,57,190,3.3,5,,https://www.sports-reference.com/cfb/players/tua-tagovailoa-1.html
Alabama,SEC,JR,QB,9,23,17,0.7,2,0,0,0,23,17,0.7,2,,https://www.sports-reference.com/cfb/players/tua-tagovailoa-1.html
Alabama,107,340,3.2,9,0,0,0,107,340,3.2,9,,,,,,https://www.sports-reference.com/cfb/players/tua-tagovailoa-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/david-moore-5.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/david-moore-5.html
Memphis,American,FR,QB,5,8,47,5.9,0,0,0,0,8,47,5.9,0,,https://www.sports-reference.com/cfb/players/david-moore-5.html
Central Michigan,MAC,JR,QB,6,22,-3,-0.1,1,0,0,0,22,-3,-0.1,1,,https://www.sports-reference.com/cfb/players/david-moore-5.html
Central Michigan,MAC,SR,QB,1,0,0,0,0,0,0,0,0,0,,,,https://www.sports-reference.com/cfb/players/david-moore-5.html
Overall,30,44,1.5,1,0,0,0,30,44,1.5,1,,,,,,https://www.sports-reference.com/cfb/players/david-moore-5.html
Memphis,8,47,5.9,0,0,0,0,8,47,5.9,0,,,,,,https://www.sports-reference.com/cfb/players/david-moore-5.html
Central Michigan,22,-3,-0.1,1,0,0,0,22,-3,-0.1,1,,,,,,https://www.sports-reference.com/cfb/players/david-moore-5.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/ian-book-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/ian-book-1.html
Notre Dame,Ind,SO,QB,10,38,206,5.4,0,0,0,0,38,206,5.4,0,,https://www.sports-reference.com/cfb/players/ian-book-1.html
Notre Dame,Ind,JR,QB,10,95,280,2.9,4,0,0,0,95,280,2.9,4,,https://www.sports-reference.com/cfb/players/ian-book-1.html
Notre Dame,Ind,SR,QB,13,112,546,4.9,4,0,0,0,112,546,4.9,4,,https://www.sports-reference.com/cfb/players/ian-book-1.html
Notre Dame,ACC,SR,QB,12,116,485,4.2,9,0,0,0,116,485,4.2,9,,https://www.sports-reference.com/cfb/players/ian-book-1.html
Notre Dame,361,1517,4.2,17,0,0,0,361,1517,4.2,17,,,,,,https://www.sports-reference.com/cfb/players/ian-book-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/sam-ehlinger-1.html
,,,,,,,,,,,,,,,,,https://www.sports-reference.com/cfb/players/sam-ehlinger-1.html
Texas,Big 12,FR,QB,9,114,381,3.3,2,2,50,25.0,0,116,431,3.7,2,https://www.sports-reference.com/cfb/players/sam-ehlinger-1.html
Texas,Big 12,SO,QB,14,164,482,2.9,16,5,51,10.2,0,169,533,3.2,16,https://www.sports-reference.com/cfb/players/sam-ehlinger-1.html
