"","player","forty","vertical","broad_jump","three_cone","shuttle"
"60","dan sheldon",4.43,36.0623327062662,122.712185923693,6.9312465402483,4.22095775810831
"61","chauncey stovall",4.62,34.0035764645185,118.739332324676,7.02286206463713,4.27531986930411
"62","isaac west",4.46,37,124,7.21,4.22
"63","mark bradley",4.37,39.5,128,6.96,3.98
"64","reggie brown",4.45,41.5,128,6.99,3.94
"65","mark clayton",4.41,36.5,118,6.95,4.07
"66","airese currie",4.49,38,125,7.05,4.07
"67","braylon edwards",4.45,35.8456215229243,122.293990808007,6.94089027965765,4.2266800856026
"68","craig bragg",4.46,36,122.338281417598,6.94353163083334,4.22712187904757
"69","chris henry",4.5,35.3038435645697,121.248503018792,6.96499962818103,4.24098590433834
"70","vincent jackson",4.46,39,125.231566273761,6.91863362039193,4.19949656596522
"71","brandon jones",4.42,37,114,7.03,4.08
"72","rasheed marshall",4.51,38,121,6.81,3.95
"73","jerome mathis",4.28,35.5,123,6.8770041743543,4.19631176614424
"74","leron mccoy",4.4,37,120,7.19,4.21
"75","lance moore",4.52,35.0871323812278,120.830307903106,6.97464336759038,4.24670823183263
"76","terrence murphy",4.39,36.4957550729499,123.548576155065,6.9119590614296,4.20951310311972
"77","chase lyman",4.5,35.3038435645697,121.248503018792,6.96499962818103,4.24098590433834
"78","chad owens",4.62,37,116,6.7,3.94
"79","roscoe parrish",4.37,36.7124662562918,123.966771270751,6.90231532202025,4.20379077562542
"80","tab perry",4.46,34,116,7,4.24747203749604
"81","fred gibson",4.55,38.5,126,7.03,4.1
"82","jamaica rector",4.47,36.5,122,6.78,4.13
"83","courtney roby",4.41,36.5,126,6.6,3.94
"84","j r  russell",4.56,34.5,119.84567538596,6.99520653759143,4.25956831591312
"85","craphonso thorpe",4.38,36.6041106646208,123.757673712908,6.90713719172492,4.20665193937257
"86","paris warren",4.71,31.5,115.383445124462,7.07894340033893,4.31514429948202
"87","roddy white",4.46,35.7372659312534,122.084893250164,6.94571214936233,4.22954124934975
"88","mike williams",4.56,36.5,121.774531956735,6.97860786396383,4.24115144052488
"89","troy williamson",4.32,37.012507180188,124.541269671134,6.99,4.23290846473954
"90","richie ross",4.61,37,120,6.95,4.29
"91","greg lee",4.59,35.5,114,6.8,4.09
"92","ed hinkel",4.54,34,116,6.97,4.1
"93","chris hannon",4.48,34.5,122,6.96395154742272,4.24800247576828
"94","chris denney",4.65,33,110,7.02,4.33
"95","jovon bouknight",4.71,34,120,6.93,4.03
"96","damarius bilbo",4.7,36.5,115,6.9,4.18
"97","clinton solomon",4.58,33,114,7.17,4.46
"98","david anderson",4.57,34,116,6.88,4.2
"99","devin aromashodu",4.35,39,120,7.04,4.16
"100","miles austin",4.47,40.5,123,7.09,4.14
"101","jason avant",4.62,37,118,6.99764741349819,4.23852428398079
"102","hank baskett",4.5,35,119,6.79,4.17
"103","jason carter",4.6,33,116,6.89,4.21
"104","marques colston",4.5,37,123,6.94,4.43
"105","cory rodgers",4.58,33.5,110,7.37,4.19
"106","skyler green",4.53,34,118,6.98742837947399,4.25432906206476
"107","derek hagan",4.45,36,124,6.82595682765879,4.07
"108","mike hass",4.59,32,116,6.97,4.14
"109","devin hester",4.41,38,124,6.90724460715931,4.19738444895656
"110","santonio holmes",4.35,36.9291774396336,124.384966386437,6.8926715826109,4.19806844813113
"111","chad jackson",4.32,38.5,122,6.73,3.97
"112","adam jennings",4.44,37.5,118,6.88,4.12
"113","greg jennings",4.42,36.5,117,6.68,4.16
"114","brandon marshall",4.52,37,120,6.95851255341566,4.22230984427011
"115","anthony mix",4.48,31.5,111,6.98807595305868,4.25506997233103
"116","sinorice moss",4.38,36.6041106646208,123.757673712908,6.90713719172492,4.20665193937257
"117","martin nance",4.55,33.5,112,6.91,4.08
"118","ben obomanu",4.45,38,116,7.17,4.21
"119","jonathan orr",4.44,35.5,119,7.31,4.16
"120","jeremy bloom",4.49,35.4121991562406,121.457600576635,6.96017775847635,4.23812474059119
"121","willie reid",4.34,37.5,117,7.06,4.26
"122","michael robinson",4.57,34.5453544228731,119.784820113891,6.99875271611375,4.26101405056837
"123","brad smith",4.46,39.5,128,7,4.33
"124","maurice stovall",4.57,35,122,6.81,4.14
"125","delanie walker",4.49,36.5,118,6.95071966846239,4.21667923867896
"126","todd watkins",4.4,36,118,7.13,4.24
"127","jeff webb",4.4,37,126,6.81,4.08
"128","brandon williams",4.48,34.5,115,6.87,4.07
"129","demetrius williams",4.52,38,127,6.84,4.08
"130","travis wilson",4.47,36.5,120,6.7,3.99
"131","jerard rabb",4.58,36.5,125,6.99,4.19
"132","syvelle newton",4.64,33.7868652811766,118.32113720899,7.03250580404648,4.28104219679841
"133","ryan moore",4.54,32,110,6.87,4.35
"134","rhema mcknight",4.53,34,118,6.84,4.16
"135","marquay mcdaniel",4.52,33.5,114,7.13,4.35
"136","mike mason",4.4,39.5,129,6.94,4.08
"137","drisan james",4.52,39,126,7.09,4.39
"138","jarrett hicks",4.67,34.5,120,7.0384795513562,4.28337453068264
"139","aaron fairooz",4.49,36,125,6.89,4.27
"140","jemalle cornelius",4.57,34.5,123,6.99,4.3
"141","reggie ball",4.67,30,112,6.9,4.19
"142","david ball",4.7,33.5052651490031,117.490595457022,6.94,4.21
"143","bret smith",4.55,34.762065606215,120.203015229577,6.9891089767044,4.25529172307408
"144","jayson swain",4.63,33,117.666858435389,7.03511367388831,4.28642461868135
"145","paul thompson",4.62,33.5,127,6.81,4.11
"146","matt trannon",4.57,36.5,118,7.09,4.34
"147","aundrae allison",4.39,37,127,6.9080571169847,4.2123890313362
"148","dallas baker",4.53,36,129,6.69,4.19
"149","dwayne bowe",4.51,33,125,6.81,4.35
"150","steve breaston",4.46,33,124,6.9,4.29
"151","david clowney",4.36,32.5,123,7,4.15
"152","buster davis",4.41,36.279043889608,123.130381039379,6.92160280083895,4.21523543061401
"153","chris davis",4.5,35.5,115,6.66,4.14
"154","yamon figurs",4.3,36.7071809294686,123,6.85,4.21
"155","ted ginn",4.38,36.6041106646208,123.757673712908,6.90713719172492,4.20665193937257
"156","anthony gonzalez",4.44,38,123,6.54,4.08
"157","johnnie lee higgins",4.48,36.5,122,6.62,4.32
"158","jason hill",4.32,37,123,7.02,4.22
"159","jonathan holland",4.45,35.5,120,7.12,4.4
"160","dwayne jarrett",4.62,34.0035764645185,118.739332324676,7.02286206463713,4.27531986930411
"161","calvin johnson",4.35,36.9291774396336,124.384966386437,6.8926715826109,4.19806844813113
"162","jacoby jones",4.5,34,129,7.03,4.31
"163","james jones",4.54,34,119,7.06,4.2
"164","onrea jones",4.42,39,121,7.05,4.28
"165","jordan kent",4.49,35.4121991562406,121.457600576635,6.96017775847635,4.23812474059119
"166","robert meachem",4.39,37.5,121,6.97,4.31
"167","chandler williams",4.42,32.5,123,6.99,4.29
"168","legedu naanee",4.41,40,119,6.88998472900627,4.16139668825346
"169","joel filani",4.57,32.5,117,7.01565029288963,4.27778885465241
"170","sidney rice",4.51,39.5,119,7.09,4.34
"171","laurent robinson",4.38,39,127,6.83,4.28
"172","ryne robinson",4.47,35,123,6.71,4.21
"173","steve smith",4.44,38,120,6.68,4.19
"174","syndric steptoe",4.59,33,118.085243876812,7.01942331327336,4.2789711065516
"175","chansi stuckey",4.56,35,120,6.91,4.14
"176","courtney taylor",4.5,36,122,7.22,4.28
"177","mike sims-walker",4.35,36.5,121,6.92,4.39
"178","paul williams",4.45,38.5,125,7.03,4.24
"179","d'juan woods",4.58,36.5,120,6.89,4.34
"180","billy pittman",4.7,32.5,114,7.04,4.4
"181","brian paysinger",4.55,34.762065606215,120.203015229577,6.9891089767044,4.25529172307408
"182","shaheer mcbride",4.61,29,112,7.12,4.48
"183","stevie johnson",4.46,32.5,121,7.07,4.26
"184","d j  hall",4.54,29.5,122,7.02950382636793,4.31904487471683
"185","ryan grice-mullen",4.53,27.5,118,6.91,4.16
"186","de'cody fagg",4.61,34.1119320561894,118.948429882519,7.01804019493245,4.27245870555696
"187","dorien bryant",4.49,34.6744686346908,119,6.88,4.24
"188","travis brown",4.49,30,120,7.18,4.38
"189","brandon breazell",4.41,30.5,115,6.97,4.25997065851406
"190","mark bradford",4.69,36.5,120,7.12,4.47
"191","adarius bowman",4.74,32.7033093644673,116.230161630559,7.08072450109323,4.30965383426988
"192","todd blythe",4.65,31.5,118,6.92,4.23
"193","jason rivers",4.59,30,118,7.03,4.32
"194","lorne sam",4.59,33,122,7.11,4.35
"195","joe west",4.52,32,113,6.96,4.33
"196","danny amendola",4.58,27.5,103,6.81,4.25
"197","adrian arrington",4.55,34.762065606215,120.203015229577,6.9891089767044,4.25529172307408
"198","donnie avery",4.43,36.0623327062662,122.712185923693,6.9312465402483,4.22095775810831
"199","earl bennett",4.48,26,110,7.15,4.22
"200","davone bess",4.64,31.5,118,6.97,4.27
"201","keenan burton",4.44,38.5,125,6.77,4.2
"202","andre caldwell",4.35,33,124,6.75,4.11
"203","early doucet",4.59,34.3286432395313,119.366624998205,7.00839645552311,4.26673637806267
"204","harry douglas",4.51,31,120,6.57,4.12
"205","will franklin",4.37,34.5,121.833006232718,6.92067732467039,4.22416413329682
"206","pierre garcon",4.42,36.5,125,6.9,4.19
"207","james hardy",4.45,31.5,125,6.84,4.2
"208","justin harper",4.56,28.5,120,7.03,4.43
"209","lavelle hawkins",4.57,33.7306780357698,117,7.00532321821168,4.26344637148672
"210","marcus henry",4.55,31.5,126,7.08,4.3
"211","paul hubbard",4.49,29.5,126,7.01022267928779,4.31854535396829
"212","desean jackson",4.35,35.5970757534579,120,6.90343129360644,4.20247310086106
"213","dexter jackson",4.33,29.5,122,6.81,4.38
"214","darnell jenkins",4.52,26.5,115,7.33,4.37
"215","jaymar johnson",4.5,32,118,6.75,4.18
"216","malcolm kelly",4.68,33.3534429144929,117.484746977617,7.05179328286518,4.292486851787
"217","mario manningham",4.59,32,117,7.34,4.27
"218","marcus monk",4.56,34.5,119,7.08,4.3
"219","kenneth moore",4.47,28,120,7.09,4.3
"220","josh morgan",4.46,35.7372659312534,122.084893250164,6.94571214936233,4.22954124934975
"221","jordy nelson",4.51,31,123,7.03,4.35
"222","maurice purify",4.5,28.5,117,6.95,4.29
"223","darius reynaud",4.48,34.5,130,6.88,4.32
"224","kevin robinson",4.69,27.5,115,7.31,4.77
"225","eddie royal",4.39,36,124,7.07,4.34
"226","arman shields",4.37,37.5,128,6.67,3.96
"227","jerome simpson",4.42,37.5,136,7.08,4.52
"228","marcus smith",4.51,26.5,111,7.1,4.42
"229","taj smith",4.59,35,119,7.15,4.5
"230","limas sweed",4.48,35,121.164660411499,6.95967614795462,4.24005707280656
"231","devin thomas",4.41,28,126,7.15,4.26
"232","mario urrutia",4.59,30,115,7.07,4.44
"233","darius passmore",4.46,33.5,119.927210704129,6.96427997286785,4.25014297328287
"234","andrew means",4.36,34.5,116,6.85,4.21
"235","brennan marion",4.52,35.0871323812278,120.830307903106,6.97464336759038,4.24670823183263
"236","aaron kelly",4.49,38,119,7.25,4.45
"237","taurus johnson",4.49,35.5,121,7.37,4.24
"238","jeremy childs",4.47,33.5,115,6.9,4.26
"239","david richmond",4.59,36.5,121.760163250991,7.11370603408966,4.42
"240","nate swift",4.63,35.5,110,6.78,4.24
"241","jaison williams",4.47,35.5,118,7.37,4.56
"242","ramses barden",4.51,33.5,118,6.98669038906229,4.26
"243","kenny britt",4.47,37,124,7.1166365984678,4.47
"244","deon butler",4.31,34.5,118,7.01,4.48
"245","austin collie",4.53,34,120,6.78,4.24
"246","quan cosby",4.5,34.4338827462786,120.885486991246,7.28,4.47
"247","michael crabtree",4.54,34.8704211978859,120.41211278742,6.98428710699973,4.25243055932693
"248","jarett dillard",4.5,42.5,129,7.1,4.41
"249","dominique edison",4.42,37,120,6.9041592318628,4.18
"250","brooks foster",4.44,35.9539771145952,122.50308836585,6.93606840995298,4.22381892185545
"251","brandon gibson",4.59,34.3286432395313,119.366624998205,7.00839645552311,4.26673637806267
"252","brian hartline",4.49,34.5,120,6.65,4.12
"253","percy harvin",4.39,36.4957550729499,123.548576155065,6.9119590614296,4.20951310311972
"254","darrius heyward-bey",4.3,38.5,126,6.8,4.18
"255","juaquin iglesias",4.44,34.5,116,7.07325809542815,4.4
"256","manuel johnson",4.5,35.3038435645697,121.248503018792,6.96499962818103,4.24098590433834
"257","johnny knox",4.34,35,122,6.81,4.15
"258","quinten lawrence",4.4,36.387399481279,123.339478597222,6.91678093113428,4.21237426686686
"259","jeremy maclin",4.43,36.0623327062662,122.712185923693,6.9312465402483,4.22095775810831
"260","mohamed massaquoi",4.51,36.5,127,6.95944366042375,4.24375958382239
"261","kenny mckinley",4.37,37,113,6.96,4.1
"262","marko mitchell",4.43,32,116,7.04,4.33
"263","louis murphy",4.32,37.2542442146464,125.012259059966,6.87820597349687,4.18948495688968
"264","hakeem nicks",4.51,36,121.81529961582,6.96314458160203,4.23643876920976
"265","jordan norwood",4.58,38,119,6.8,4.2
"266","kevin ogletree",4.36,36,122,6.67,4.08
"267","greg orton",4.61,38,125,6.9,4.33
"268","brian robiskie",4.46,37.5,123.845792075306,6.72,4.19
"269","demetrius byrd",4.35,31.5,117,6.937525088974,4.24261325969484
"270","sammie stroughter",4.45,30,110,7.03,4.28
"271","brandon tate",4.52,35.0871323812278,120.830307903106,6.97464336759038,4.24670823183263
"272","mike thomas",4.3,40.5,126,6.65,4.28
"273","patrick turner",4.59,34.3286432395313,119.366624998205,7.00839645552311,4.26673637806267
"274","tiquan underwood",4.31,41.5,129,6.62,4.11
"275","mike wallace",4.33,40,129,6.9,4.27
"276","derrick williams",4.47,33,119.34040020108,6.97235223142849,4.25661057016236
"277","jared perry",4.51,33.5,121,6.75,4.39
"278","chris mcgaha",4.52,40,122,6.94609596285747,4.21
"279","scott long",4.46,41.5,123,6.45,4.09
"280","shay hodge",4.62,33.5,117,6.9,4.32
"281","nyan boateng",4.66,36,112,7.35,4.69
"282","chris bell",4.5,35,117,6.76,4.35
"283","alric arnett",4.52,40,122,7.03,4.43
"284","jeremy williams",4.59,36,117,6.73,4.1451560539351
"285","ryan wolfe",4.65,33.6785096895057,118.112039651146,7.03732767375116,4.28390336054555
"286","seyi ajirotutu",4.6,36,115,7.22,4.39
"287","danario alexander",4.62,34.0035764645185,118.739332324676,7.02286206463713,4.27531986930411
"288","brandon banks",4.37,31,113,6.88,4.29
"289","arrelious benn",4.57,37,118,6.97798455580322,4.22788116442319
"290","dezmon briscoe",4.66,33,115,7.1,4.57
"291","antonio brown",4.56,33.5,105,6.98,4.18
"292","dez bryant",4.52,35.0871323812278,120.830307903106,6.97464336759038,4.24670823183263
"293","chris carter",4.49,35.4121991562406,121.457600576635,6.96017775847635,4.23812474059119
"294","riley cooper",4.53,33,114,6.9954380388014,4.25583959435159
"295","eric decker",4.54,34.8704211978859,120.41211278742,6.98428710699973,4.25243055932693
"296","marcus easley",4.39,34,123,6.94,4.6
"297","armanti edwards",4.41,36.279043889608,123.130381039379,6.92160280083895,4.21523543061401
"298","jacoby ford",4.28,33.5,115,7,4.44
"299","david gettis",4.43,34.5,124,6.94,4.41
"300","mardy gilyard",4.61,39,116,6.92,4.4
"301","trindon holliday",4.34,42,116,6.54,4.48
"302","donald jones",4.46,41,119,6.9,4.2
"303","kevin jurovich",4.45,35.8456215229243,122.293990808007,6.94089027965765,4.2266800856026
"304","brandon lafell",4.58,36,115,6.81,4.23
"305","dexter mccluster",4.53,37.5,118,6.84830896415494,4.06
"306","kerry meier",4.62,35,115,6.9968280267126,4.23
"307","carlton mitchell",4.46,36,122,6.96,4.55
"308","preston parker",4.59,35,117,6.93612468455181,4.16
"309","taylor price",4.4,37,114,6.82,4.34
"310","david reed",4.56,37,114,6.95,4.38
"311","andre roberts",4.4,36,120,6.77,4.15
"312","emmanuel sanders",4.4,39.5,126,6.64,4.1
"313","jordan shipley",4.6,36.5,116,6.99378710008391,4.23502230230116
"314","golden tate",4.42,35,120,7.12,4.34
"315","demaryius thomas",4.52,35.0871323812278,120.830307903106,6.97464336759038,4.24670823183263
"316","verran tucker",4.65,33.6785096895057,118.112039651146,7.03732767375116,4.28390336054555
"317","chastin west",4.59,33.5,113,7.01474235541053,4.26024837257051
"318","blair white",4.49,33.5,115,6.69,4.03
"319","damian williams",4.52,38,118,6.79,4.24
"320","kyle williams",4.4,33,118,7,4.19
"321","mike williams",4.53,33.5,116,6.9,4.31
"322","stephen williams",4.5,36.5,125,6.81,4.11
"323","jock sanders",4.5,34.5,121,6.78,4.13
"324","joseph morgan",4.38,35.5,123,6.91,4.25
"325","deandre brown",4.59,29,117,6.93,4.33
"326","terrance turner",4.53,41,128,6.77,4.15
"327","marshall williams",4.56,35.5,123,6.61,4.09
"328","jimmy young",4.5,37,115,7.08,4.18
"329","darvin adams",4.56,34.6537100145441,119.993917671734,6.99393084640908,4.25815288682123
"330","jon baldwin",4.49,42,129,7.07,4.34
"331","armon binns",4.5,31.5,118,6.86,4.31
"332","vincent brown",4.68,33.5,121,6.64,4.25
"333","stephen burton",4.5,34.5,117,7.04,4.31
"334","randall cobb",4.46,33.5,115,7.08,4.34
"335","mark dell",4.54,34.8704211978859,120.41211278742,6.98428710699973,4.25243055932693
"336","tandon doss",4.62,34.0035764645185,118.739332324676,7.02286206463713,4.27531986930411
"337","clyde gates",4.31,40,131,6.85180414546083,4.17054124556543
"338","a j  green",4.48,34.5,126,6.91,4.21
"339","tori gurley",4.53,33.5,118,7.05,4.25
"340","jamel hamler",4.59,32,112,7.16,4.18
"341","leonard hankerson",4.4,36,117,6.94,4.21
"342","dwayne harris",4.53,34,111,6.77,4.21
"343","andre holmes",4.51,35,130,6.69,4.31
"344","lestar jean",4.61,37.5,113,7.45,4.43
"345","jerrel jernigan",4.46,37.5,124,7.07,4.25
"346","ronald johnson",4.46,35.7372659312534,122.084893250164,6.94571214936233,4.22954124934975
"347","julio jones",4.34,38.5,135,6.66,4.25
"348","jeremy kerley",4.56,34.5,120,6.99522126442726,4.25995966765591
"349","greg little",4.51,40.5,129,6.8,4.21
"350","ricardo lockette",4.34,35.5,127,7.15,4.19
"351","jeff maehl",4.56,33.5,115,6.42,3.94
"352","denarius moore",4.43,36,118,6.78,4.15
"353","o j  murdock",4.5,34.5,116,7.06628041833619,4.37
"354","jamar newsome",4.46,38.5,129,6.83,4.22
"355","niles paul",4.45,34.5,117,6.9,4.14
"356","austin pettis",4.56,33.5,120,6.68,3.88
"357","kealoha pilares",4.42,36.1706882979371,122.921283481536,6.92642467054363,4.21809659436116
"358","aldrick robinson",4.35,40,126,6.65,4.09
"359","greg salas",4.53,37,120,6.65,4.1
"360","demarco sampson",4.41,36.279043889608,123.130381039379,6.92160280083895,4.21523543061401
"361","dane sanzenbacher",4.56,33.5,118,6.46,3.97
"362","cecil shorts",4.5,34.5,114,6.5,4.07
"363","keith smith",4.65,33.6785096895057,118.112039651146,7.03732767375116,4.28390336054555
"364","torrey smith",4.41,41,126,6.72,4.13
"365","owen spencer",4.51,37.5,125,6.86,4.18
"366","terrence toliver",4.52,32,122,6.48,4.03
"367","ryan whalen",4.53,38.5,123,6.67,4.09
"368","titus young",4.43,36.1299368983886,123,6.93070671388456,4.22089975762109
"369","marquis maze",4.51,33.5,112,6.98318635544487,4.24068348157608
"370","gerell robinson",4.54,35.5,113,6.92375991122329,4.15
"371","joe adams",4.51,36,123,7.09,4.28243200011304
"372","tim benford",4.51,35.1954879728987,121.039405460949,6.9698214978857,4.24384706808549
"373","travis benjamin",4.31,38,119,6.86744175350083,4.16341871133003
"374","justin blackmon",4.46,35.7372659312534,122.084893250164,6.94571214936233,4.22954124934975
"375","jarrett boykin",4.62,36,123,7.12,4.28
"376","lavon brazill",4.43,32.5,119.276571499809,6.96081153922043,4.25376127687967
"377","ryan broyles",4.57,34.5453544228731,119.784820113891,6.99875271611375,4.26101405056837
"378","greg childs",4.52,36.5,125,6.96318537665533,4.24081640832938
"379","danny coale",4.42,35,115,6.69,4.15
"380","josh cooper",4.65,33.6785096895057,118.112039651146,7.03732767375116,4.28390336054555
"381","juron criner",4.66,38,117,7.15,4.3
"382","b j  cunningham",4.52,31.5,116,7.1,4.30567697869189
"383","patrick edwards",4.57,34.5453544228731,119.784820113891,6.99875271611375,4.26101405056837
"384","michael floyd",4.4,36.5,122,6.91570823522627,4.20766522228434
"385","jeff fuller",4.53,34.9787767895569,120.621210345263,6.97946523729505,4.24956939557978
"386","chris givens",4.35,33.5,118,6.97,4.23
"387","t j  graham",4.34,33.5,120,6.77,4.18
"388","darius hanks",4.52,34,117,6.98340038028128,4.24966453845098
"389","junior hemingway",4.48,35.5,124,6.59,3.98
"390","stephen hill",4.36,39.5,133,6.88,4.48
"391","t y  hilton",4.34,37.0375330313046,124.59406394428,6.88784971290622,4.19520728438398
"392","jerrell jackson",4.5,41,127,6.82,4.11
"393","alshon jeffery",4.48,35.5205547479115,121.666698134478,6.95535588877168,4.23526357684405
"394","a j  jenkins",4.37,38.5,124,6.88731863603221,4.18304288776253
"395","dwight jones",4.51,33,109,6.98709575745487,4.23890284801723
"396","marvin jones",4.46,33,112,6.81,4.11
"397","jermaine kearse",4.5,34,119,7.03,4.12
"398","keshawn martin",4.42,39.5,122,6.85,4.13
"399","rishard matthews",4.54,36,121.410792029049,6.88,4.19
"400","marvin mcnutt",4.48,37,122,7.15,4.07
"401","kashif moore",4.36,43.5,126,6.82,4.05
"402","derek moye",4.46,33.5,115,6.95834297092014,4.23
"403","chris owusu",4.36,40.5,129,6.85,4.11
"404","eric page",4.5,30,112,6.95,3.98
"405","devier posey",4.39,36.5,123,7.03,4.15
"406","brian quick",4.5,34,119,7.1,4.23
"407","rueben randle",4.55,31,121,6.99,4.36
"408","james rodgers",4.61,37,115,6.99429492065088,4.23
"409","mohamed sanu",4.62,36,126,6.88,4.22
"410","tommy streeter",4.37,33,125,7.08,4.30067735386201
"411","nick toon",4.49,37.5,123.471134764613,6.94285039607385,4.21889935660371
"412","jordan white",4.63,35,119,6.84,4.13
"413","jarius wright",4.39,38,120,6.93,4.03
"414","kendall wright",4.49,38.5,121,6.93,4.18
"415","devon wylie",4.36,39,123,6.87909495186838,4.1725512986008
"416","tyrone goard",4.5,36,123,6.9,4.39
"417","keenan allen",4.58,34.4369988312022,119.575722556048,7.00357458581843,4.26387521431552
"418","tavon austin",4.34,32,120,6.76366063891445,4.01
"419","stedman bailey",4.52,34.5,117,6.81,4.09
"420","alan bonner",4.59,33,117,6.92909878445754,4.15
"421","josh boyce",4.38,34,131,6.68,4.1
"422","marlon brown",4.63,33.8952208728476,118.530234766833,7.0276839343418,4.27818103305126
"423","marcus davis",4.56,39.5,120,7.15,4.27096035360507
"424","aaron dobson",4.37,36.7124662562918,123.966771270751,6.90231532202025,4.20379077562542
"425","corey fuller",4.43,31.5,120,6.96927194424708,4.2672499500938
"426","marquise goodwin",4.27,39.5065690968572,132,6.84030984820777,4.1703131580536
"427","cobi hamilton",4.56,29.5,107,7.05361903545746,4.31
"428","chris harper",4.55,35.5,116,6.89,4.39
"429","mark harrison",4.46,38.5,129,6.99,4.33
"430","deandre hopkins",4.57,36,115,7.17770694507762,4.5
"431","justin hunter",4.44,39.5,136,6.98857263960856,4.33
"432","darius johnson",4.6,32,109,7.21693145218213,4.53
"433","brandon kaufman",4.67,33.5,115,7.11,4.44
"434","tavarres king",4.47,36.5,123,6.91,4.33
"435","alec lemon",4.59,32,112,7.04,4.29
"436","aaron mellette",4.54,33.5,123,7.11,4.41
"437","t j  moe",4.74,36,120,6.53,3.96
"438","cordarrelle patterson",4.42,37,128,6.91995025925539,4.22131080277302
"439","quinton patton",4.53,33,118,6.91,4.01
"440","denard robinson",4.43,36.5,123,7.09,4.22
"441","da'rick rogers",4.5,39.5,132,6.71,4.06
"442","lanear sampson",4.46,33.5,119,7.1,4.38
"443","ace sanders",4.58,32,117,6.81,4.37
"444","rodney smith",4.51,34.5,120,7.03,4.07
"445","ryan spadola",4.48,33.5,119,6.72,4.07
"446","kenny stills",4.38,33.5,124,7.00937525761713,4.35
