Year,School,Conf,OSRS,DSRS,SRS
2021,Western Michigan,MAC (West),2.94,-1.86,1.08
2021,Florida State,ACC (Atlantic),0.34,0.30,0.64
2021,Missouri,SEC (East),6.04,-5.66,0.37
2021,Toledo,MAC (West),-0.09,0.36,0.28
2021,Syracuse,ACC (Atlantic),-0.11,-0.06,-0.17
2021,Virginia Tech,ACC (Coastal),-3.13,2.80,-0.33
2021,Tulsa,American,-0.43,-0.01,-0.44
2021,Texas Christian,Big 12,3.91,-4.36,-0.45
2021,Miami (OH),MAC (East),-0.77,0.28,-0.49
2021,Georgia State,Sun Belt (East),-1.38,0.55,-0.83
2021,Boston College,ACC (Atlantic),-4.48,3.48,-1.00
2021,Northern Illinois,MAC (West),4.91,-6.09,-1.18
2021,California,Pac-12 (North),-4.66,3.34,-1.32
2021,Rutgers,Big Ten (East),-6.99,5.66,-1.32
2021,Memphis,American,3.40,-4.76,-1.36
2021,Navy,American,-3.66,2.13,-1.53
2021,USC,Pac-12 (South),3.16,-4.86,-1.70
2021,Georgia Tech,ACC (Coastal),-0.27,-1.63,-1.91
2021,Wyoming,MWC (Mountain),-3.25,0.11,-3.14
2021,Middle Tennessee State,CUSA (East),-1.60,-2.13,-3.73
2021,Eastern Michigan,MAC (West),1.41,-5.28,-3.88
2021,North Texas,CUSA (West),-2.79,-1.72,-4.51
2021,Washington,Pac-12 (North),-7.01,2.36,-4.65
2021,Indiana,Big Ten (East),-5.16,0.46,-4.70
2021,Old Dominion,CUSA (East),-3.37,-1.64,-5.01
2021,Tulane,American,-0.93,-4.09,-5.03
2021,Hawaii,MWC (West),0.53,-5.72,-5.19
2021,UTEP,CUSA (West),-3.03,-2.27,-5.30
2021,Ball State,MAC (West),-3.55,-2.01,-5.56
2021,Northwestern,Big Ten (West),-5.94,0.22,-5.72
2021,Florida Atlantic,CUSA (East),-5.95,0.22,-5.74
2021,Stanford,Pac-12 (North),-3.89,-1.90,-5.79
2021,South Alabama,Sun Belt (West),-3.95,-2.61,-6.56
2021,Colorado State,MWC (Mountain),-2.68,-3.89,-6.57
2021,Colorado,Pac-12 (South),-6.43,-0.16,-6.60
2021,Troy,Sun Belt (East),-5.80,-1.73,-7.53
2021,Kent State,MAC (East),2.84,-10.71,-7.88
2021,South Florida,American,-2.53,-5.80,-8.33
2021,Nevada-Las Vegas,MWC (West),-4.62,-4.40,-9.02
2021,San Jose State,MWC (West),-8.97,-0.14,-9.11
2021,Buffalo,MAC (East),-3.40,-6.01,-9.41
2021,Louisiana Tech,CUSA (West),0.98,-10.71,-9.73
2021,Louisiana-Monroe,Sun Belt (West),-5.72,-4.10,-9.82
2021,Rice,CUSA (West),-6.28,-3.83,-10.10
2021,Kansas,Big 12,-3.11,-8.01,-11.12
2021,Charlotte,CUSA (East),-1.80,-9.55,-11.35
2021,Duke,ACC (Coastal),-6.09,-5.67,-11.76
2021,Bowling Green,MAC (East),-8.11,-3.88,-12.00
2021,Georgia Southern,Sun Belt (East),-6.97,-5.04,-12.01
2021,Texas State,Sun Belt (West),-4.67,-7.45,-12.12
2021,Arizona,Pac-12 (South),-7.97,-4.43,-12.40
2021,Vanderbilt,SEC (East),-9.19,-3.42,-12.61
2021,Ohio,MAC (East),-5.91,-6.83,-12.73
2021,Southern Mississippi,CUSA (West),-11.97,-1.16,-13.12
2021,Arkansas State,Sun Belt (West),-2.02,-12.28,-14.30
2021,New Mexico,MWC (Mountain),-13.74,-0.59,-14.33
2021,Temple,American,-10.18,-4.77,-14.95
2021,New Mexico State,Ind,-4.78,-11.50,-16.29
2021,Akron,MAC (East),-8.84,-7.99,-16.82
2021,Connecticut,Ind,-10.03,-9.15,-19.18
2021,Florida International,CUSA (East),-9.97,-9.89,-19.86
2021,Massachusetts,Ind,-11.79,-9.48,-21.27
2022,Georgia,SEC (East),9.99,15.49,25.48
2022,Michigan,Big Ten (East),10.53,10.06,20.59
2022,Ohio State,Big Ten (East),14.17,5.64,19.82
2022,Alabama,SEC (West),9.89,9.77,19.66
2022,Tennessee,SEC (East),13.04,4.86,17.90
2022,Penn State,Big Ten (East),7.77,9.79,17.56
2022,Texas Christian,Big 12,13.45,3.20,16.65
2022,Kansas State,Big 12,6.86,9.30,16.16
2022,Texas,Big 12,6.17,9.76,15.92
2022,Utah,Pac-12,7.71,7.09,14.80
2022,Florida State,ACC (Atlantic),8.89,5.88,14.77
2022,Clemson,ACC (Atlantic),6.65,6.93,13.59
2022,Oregon,Pac-12,10.86,2.58,13.44
2022,LSU,SEC (West),6.83,6.45,13.29
2022,Oregon State,Pac-12,5.31,7.33,12.64
2022,USC,Pac-12,14.16,-2.03,12.13
2022,Mississippi State,SEC (West),6.17,5.67,11.84
2022,Washington,Pac-12,10.76,0.80,11.56
2022,Tulane,American,6.17,5.37,11.53
2022,Notre Dame,Ind,5.69,5.11,10.80
2022,Louisville,ACC (Atlantic),2.30,8.13,10.44
2022,Illinois,Big Ten (West),-1.34,11.36,10.01
2022,Texas Tech,Big 12,8.45,1.23,9.68
2022,Wake Forest,ACC (Atlantic),10.69,-1.72,8.98
2022,UCLA,Pac-12,10.72,-1.83,8.88
2022,Oklahoma,Big 12,7.12,1.40,8.52
2022,Minnesota,Big Ten (West),-0.79,9.27,8.48
2022,Ole Miss,SEC (West),6.81,1.55,8.36
2022,Iowa,Big Ten (West),-4.35,12.26,7.91
2022,Pitt,ACC (Coastal),6.07,1.73,7.80
2022,South Carolina,SEC (East),6.50,1.21,7.71
2022,Duke,ACC (Coastal),5.47,1.93,7.39
2022,Florida,SEC (East),6.60,0.32,6.92
2022,North Carolina State,ACC (Atlantic),-1.53,8.28,6.75
2022,Maryland,Big Ten (East),1.99,4.69,6.68
2022,Troy,Sun Belt (West),-1.13,7.55,6.42
2022,Syracuse,ACC (Atlantic),1.78,4.64,6.41
2022,Kansas,Big 12,10.15,-3.88,6.27
2022,Baylor,Big 12,4.72,1.47,6.19
2022,Kentucky,SEC (East),-3.12,9.17,6.05
2022,Arkansas,SEC (West),8.99,-3.05,5.95
2022,Cincinnati,American,0.17,5.68,5.85
2022,UCF,American,2.98,2.76,5.74
2022,Iowa State,Big 12,-5.02,10.73,5.71
2022,North Carolina,ACC (Coastal),9.75,-4.23,5.52
2022,James Madison,Sun Belt (East),2.33,3.03,5.37
2022,UTSA,CUSA (West),7.21,-1.84,5.36
2022,Oklahoma State,Big 12,3.83,1.34,5.16
2022,Missouri,SEC (East),0.05,4.90,4.95
2022,Fresno State,MWC (West),0.93,3.55,4.48
2022,East Carolina,American,5.85,-1.43,4.41
2022,Wisconsin,Big Ten (West),-0.66,5.03,4.37
2022,Memphis,American,4.14,0.00,4.14
2022,Air Force,MWC (Mountain),-2.50,6.63,4.13
2022,Auburn,SEC (West),3.30,0.60,3.90
2022,Houston,American,7.74,-3.94,3.80
2022,SMU,American,9.25,-5.56,3.69
2022,Purdue,Big Ten (West),3.14,0.48,3.62
2022,Washington State,Pac-12,-0.70,4.24,3.55
2022,Boise State,MWC (Mountain),1.36,2.18,3.54
2022,Texas A&M,SEC (West),-2.68,5.89,3.21
2022,West Virginia,Big 12,5.05,-2.16,2.90
2022,South Alabama,Sun Belt (West),0.79,1.67,2.46
2022,Marshall,Sun Belt (East),-5.52,7.87,2.36
2022,BYU,Ind,3.57,-1.59,1.98
2022,Western Kentucky,CUSA (East),1.15,-0.13,1.01
2022,Michigan State,Big Ten (East),0.39,0.58,0.98
2022,Appalachian State,Sun Belt (East),4.83,-4.21,0.63
2022,Ohio,MAC (East),4.57,-4.91,-0.34
2022,Toledo,MAC (West),-0.17,-0.23,-0.40
2022,Louisiana,Sun Belt (West),-2.19,1.69,-0.50
2022,Army,Ind,-1.27,0.65,-0.62
2022,UAB,CUSA (West),-3.01,2.03,-0.98
2022,California,Pac-12,-2.57,1.48,-1.08
2022,Vanderbilt,SEC (East),-1.70,0.56,-1.14
2022,Arizona,Pac-12,6.21,-7.79,-1.58
2022,Nebraska,Big Ten (West),-0.12,-2.02,-2.14
2022,Liberty,Ind,0.97,-3.12,-2.15
2022,Navy,American,-4.42,1.86,-2.56
2022,North Texas,CUSA (West),2.86,-5.57,-2.71
2022,Miami (FL),ACC (Coastal),-3.85,0.95,-2.91
2022,Indiana,Big Ten (East),1.44,-4.50,-3.05
2022,Coastal Carolina,Sun Belt (East),2.55,-5.67,-3.12
2022,Georgia Tech,ACC (Coastal),-5.33,2.05,-3.29
2022,San Diego State,MWC (West),-5.96,2.60,-3.36
2022,Stanford,Pac-12,-3.20,-0.21,-3.41
2022,Southern Mississippi,Sun Belt (West),-3.97,0.08,-3.89
2022,San Jose State,MWC (West),-2.45,-1.47,-3.92
2022,Georgia Southern,Sun Belt (East),4.23,-8.30,-4.07
2022,Tulsa,American,1.74,-6.16,-4.42
2022,Georgia State,Sun Belt (East),1.49,-6.19,-4.71
2022,Arizona State,Pac-12,-1.68,-3.37,-5.06
2022,Rutgers,Big Ten (East),-7.53,2.44,-5.09
2022,Kent State,MAC (East),-2.17,-3.22,-5.38
2022,Wyoming,MWC (Mountain),-4.64,-0.95,-5.59
2022,Boston College,ACC (Atlantic),-4.34,-1.33,-5.67
2022,Buffalo,MAC (East),-1.41,-4.34,-5.74
2022,Connecticut,Ind,-5.70,-0.08,-5.78
2022,Middle Tennessee State,CUSA (East),-1.31,-4.50,-5.82
2022,Virginia,ACC (Coastal),-6.49,0.64,-5.85
2022,Florida Atlantic,CUSA (East),-2.34,-4.10,-6.44
2022,Eastern Michigan,MAC (West),0.70,-7.48,-6.78
2022,Virginia Tech,ACC (Coastal),-6.39,-0.38,-6.78
2022,Nevada-Las Vegas,MWC (West),-2.08,-5.31,-7.40
2022,Northwestern,Big Ten (West),-7.71,0.28,-7.43
2022,Ball State,MAC (West),-6.17,-1.41,-7.58
2022,Temple,American,-6.17,-1.55,-7.72
2022,Louisiana-Monroe,Sun Belt (West),-2.67,-5.15,-7.81
2022,Miami (OH),MAC (East),-6.65,-1.67,-8.32
2022,New Mexico State,Ind,-7.87,-0.46,-8.33
2022,Old Dominion,Sun Belt (East),-8.15,-0.20,-8.35
2022,UTEP,CUSA (West),-6.08,-3.07,-9.15
2022,Rice,CUSA (West),-5.07,-4.38,-9.45
2022,Utah State,MWC (Mountain),-3.85,-5.67,-9.52
2022,Texas State,Sun Belt (West),-7.73,-2.31,-10.04
2022,South Florida,American,1.65,-11.76,-10.11
2022,Central Michigan,MAC (West),-4.95,-5.71,-10.66
2022,Arkansas State,Sun Belt (West),-3.03,-7.74,-10.77
2022,Bowling Green,MAC (East),-2.99,-8.00,-10.99
2022,Western Michigan,MAC (West),-11.28,-0.43,-11.72
2022,Northern Illinois,MAC (West),-1.24,-10.62,-11.86
2022,Colorado,Pac-12,-8.64,-3.45,-12.08
2022,Louisiana Tech,CUSA (West),-0.22,-12.44,-12.66
2022,Akron,MAC (East),-9.07,-4.42,-13.49
2022,Hawaii,MWC (West),-7.19,-7.12,-14.31
2022,Colorado State,MWC (Mountain),-13.35,-1.29,-14.63
2022,Nevada,MWC (West),-6.91,-8.71,-15.62
2022,New Mexico,MWC (Mountain),-14.46,-1.63,-16.09
2022,Charlotte,CUSA (East),-4.95,-11.28,-16.23
2022,Florida International,CUSA (East),-11.17,-6.28,-17.44
2022,Massachusetts,Ind,-15.11,-4.15,-19.26
