Year,School,Conf,OSRS,DSRS,SRS
2007,California,Pac-10,5.85,2.60,8.46
2007,Texas Tech,Big 12 (South),6.61,1.68,8.28
2007,Alabama,SEC (West),3.18,4.91,8.09
2007,Illinois,Big Ten,3.23,4.84,8.07
2007,UCLA,Pac-10,0.28,7.69,7.97
2007,Michigan,Big Ten,0.78,7.13,7.91
2007,Utah,MWC,-3.13,10.51,7.37
2007,South Carolina,SEC (East),1.53,5.62,7.15
2007,Connecticut,Big East,-0.93,8.00,7.07
2007,Wake Forest,ACC (Atlantic),2.53,4.54,7.07
2007,Rutgers,Big East,2.52,4.22,6.75
2007,Michigan State,Big Ten,8.70,-2.01,6.69
2007,Oklahoma State,Big 12 (South),7.14,-0.47,6.67
2007,Hawaii,WAC,7.95,-1.59,6.36
2007,Boise State,WAC,3.99,2.32,6.31
2007,UCF,CUSA (East),3.91,2.22,6.13
2007,Arizona,Pac-10,5.59,0.45,6.04
2007,Virginia,ACC (Coastal),0.83,5.06,5.89
2007,Troy,Sun Belt,3.56,2.01,5.58
2007,Texas A&M,Big 12 (South),2.25,3.31,5.56
2007,Air Force,MWC,2.59,2.77,5.36
2007,Wisconsin,Big Ten,3.06,2.25,5.31
2007,Florida State,ACC (Atlantic),-0.72,5.74,5.02
2007,Louisville,Big East,9.24,-4.22,5.02
2007,Mississippi State,SEC (West),-1.97,6.81,4.84
2007,Texas Christian,MWC,-1.21,5.66,4.45
2007,Washington,Pac-10,6.68,-2.27,4.41
2007,Maryland,ACC (Atlantic),0.29,4.02,4.31
2007,Purdue,Big Ten,4.44,-0.20,4.24
2007,Georgia Tech,ACC (Coastal),0.34,3.59,3.94
2007,Kansas State,Big 12 (North),6.48,-2.85,3.63
2007,Vanderbilt,SEC (East),-1.98,5.06,3.09
2007,Fresno State,WAC,3.91,-1.16,2.75
2007,Colorado,Big 12 (North),2.28,0.37,2.65
2007,New Mexico,MWC,-4.70,7.19,2.49
2007,Washington State,Pac-10,1.11,0.56,1.66
2007,Pitt,Big East,-2.94,4.58,1.64
2007,Nebraska,Big 12 (North),6.87,-5.39,1.48
2007,East Carolina,CUSA (East),4.00,-2.99,1.00
2007,Indiana,Big Ten,2.43,-2.09,0.34
2007,Tulsa,CUSA (West),7.32,-7.22,0.10
2007,Stanford,Pac-10,-2.73,1.63,-1.10
2007,Miami (FL),ACC (Coastal),-3.89,2.66,-1.23
2007,Ole Miss,SEC (West),-2.56,1.25,-1.31
2007,Houston,CUSA (West),0.12,-1.62,-1.50
2007,North Carolina,ACC (Coastal),-2.27,0.45,-1.82
2007,Southern Mississippi,CUSA (East),-3.52,1.43,-2.09
2007,Florida Atlantic,Sun Belt,1.51,-3.94,-2.43
2007,Ball State,MAC (West),0.50,-3.38,-2.88
2007,Navy,Ind,12.74,-15.64,-2.90
2007,North Carolina State,ACC (Atlantic),-2.92,-0.21,-3.13
2007,Iowa,Big Ten,-10.19,6.76,-3.43
2007,Wyoming,MWC,-5.24,1.73,-3.51
2007,Northwestern,Big Ten,-0.54,-3.16,-3.70
2007,Central Michigan,MAC (West),6.45,-10.45,-3.99
2007,Middle Tennessee State,Sun Belt,-4.32,-0.64,-4.95
2007,Notre Dame,Ind,-8.00,2.98,-5.03
2007,Bowling Green,MAC (East),-0.84,-4.19,-5.04
2007,Nevada,WAC,3.25,-8.34,-5.09
2007,Colorado State,MWC,0.68,-6.83,-6.15
2007,San Diego State,MWC,1.34,-7.94,-6.60
2007,Louisiana-Monroe,Sun Belt,-4.72,-1.92,-6.64
2007,Iowa State,Big 12 (North),-7.08,-0.14,-7.21
2007,Western Michigan,MAC (West),-3.13,-4.31,-7.44
2007,Arkansas State,Sun Belt,-5.44,-2.54,-7.98
2007,Memphis,CUSA (East),0.14,-8.54,-8.40
2007,Louisiana Tech,WAC,-7.00,-1.46,-8.45
2007,San Jose State,WAC,-8.90,0.26,-8.64
2007,Nevada-Las Vegas,MWC,-7.93,-1.08,-9.02
2007,Ohio,MAC (East),0.88,-9.97,-9.09
2007,Miami (OH),MAC (East),-10.64,1.36,-9.28
2007,UTEP,CUSA (West),2.97,-12.26,-9.30
2007,Buffalo,MAC (East),-6.44,-3.29,-9.73
2007,Marshall,CUSA (East),-3.54,-6.39,-9.93
2007,Duke,ACC (Coastal),-5.74,-4.60,-10.34
2007,Syracuse,Big East,-6.26,-4.46,-10.72
2007,Baylor,Big 12 (South),-7.80,-3.35,-11.15
2007,Utah State,WAC,-6.45,-4.83,-11.29
2007,Minnesota,Big Ten,1.49,-13.17,-11.69
2007,Eastern Michigan,MAC (West),-5.05,-6.83,-11.88
2007,Toledo,MAC (West),2.26,-14.16,-11.89
2007,Kent State,MAC (East),-7.99,-4.30,-12.29
2007,New Mexico State,WAC,-4.04,-8.27,-12.32
2007,Akron,MAC (East),-6.34,-6.19,-12.52
2007,Louisiana,Sun Belt,-4.84,-8.52,-13.36
2007,Tulane,CUSA (West),-6.86,-6.71,-13.57
2007,Army,Ind,-11.94,-1.96,-13.90
2007,UAB,CUSA (East),-8.66,-5.32,-13.98
2007,Rice,CUSA (West),1.16,-15.74,-14.59
2007,Temple,MAC (East),-12.53,-2.24,-14.76
2007,SMU,CUSA (West),-2.72,-12.73,-15.44
2007,Florida International,Sun Belt,-11.54,-4.30,-15.84
2007,North Texas,Sun Belt,-4.25,-11.59,-15.84
2007,Idaho,WAC,-6.56,-10.50,-17.06
2007,Northern Illinois,MAC (West),-12.95,-5.15,-18.11
2008,Florida,SEC (East),11.01,14.36,25.37
2008,Oklahoma,Big 12 (South),19.85,4.94,24.79
2008,Texas,Big 12 (South),11.93,12.05,23.98
2008,USC,Pac-10,5.49,16.76,22.24
2008,Penn State,Big Ten,8.19,9.62,17.82
2008,Alabama,SEC (West),5.57,10.57,16.15
2008,Texas Tech,Big 12 (South),12.60,2.86,15.46
2008,Ohio State,Big Ten,1.50,12.44,13.94
2008,Utah,MWC,8.13,5.65,13.79
2008,Texas Christian,MWC,0.40,13.07,13.47
2008,Missouri,Big 12 (North),9.73,3.39,13.11
2008,Oklahoma State,Big 12 (South),11.55,1.54,13.09
2008,Boise State,WAC,2.11,10.72,12.83
2008,Oregon,Pac-10,14.70,-2.32,12.39
2008,Ole Miss,SEC (West),6.42,5.69,12.11
2008,Georgia,SEC (East),10.25,1.35,11.60
2008,Iowa,Big Ten,0.60,10.51,11.11
2008,Nebraska,Big 12 (North),10.43,0.49,10.92
2008,Florida State,ACC (Atlantic),6.11,4.56,10.67
2008,California,Pac-10,4.33,6.10,10.43
2008,Oregon State,Pac-10,5.93,4.33,10.26
2008,Kansas,Big 12 (North),8.38,0.85,9.23
2008,Arizona,Pac-10,7.42,1.79,9.21
2008,Pitt,Big East,4.79,4.08,8.87
2008,Virginia Tech,ACC (Coastal),0.49,7.66,8.14
2008,Michigan State,Big Ten,2.23,5.70,7.92
2008,North Carolina,ACC (Coastal),5.54,2.36,7.90
2008,Wake Forest,ACC (Atlantic),-0.27,7.71,7.45
2008,West Virginia,Big East,1.67,5.42,7.09
2008,Tulsa,CUSA (West),12.09,-5.03,7.06
2008,Clemson,ACC (Atlantic),0.67,6.30,6.97
2008,Georgia Tech,ACC (Coastal),1.72,5.06,6.78
2008,Boston College,ACC (Atlantic),1.70,5.02,6.72
2008,Rutgers,Big East,1.02,5.33,6.35
2008,Ball State,MAC (West),3.12,3.14,6.26
2008,Cincinnati,Big East,1.18,4.85,6.03
2008,LSU,SEC (West),6.00,-0.09,5.91
2008,South Carolina,SEC (East),-1.89,7.10,5.21
2008,BYU,MWC,4.87,0.09,4.96
2008,Miami (FL),ACC (Coastal),4.45,0.40,4.85
2008,Northwestern,Big Ten,0.48,4.33,4.82
2008,Connecticut,Big East,0.48,4.20,4.67
2008,Vanderbilt,SEC (East),-1.32,5.79,4.48
2008,South Florida,Big East,0.22,4.23,4.45
2008,Rice,CUSA (West),10.87,-6.95,3.92
2008,Kentucky,SEC (East),-0.85,4.40,3.55
2008,Navy,Ind,3.48,0.05,3.53
2008,Notre Dame,Ind,0.16,2.83,2.99
2008,Illinois,Big Ten,4.23,-1.28,2.96
2008,Maryland,ACC (Atlantic),-1.22,4.18,2.96
2008,Baylor,Big 12 (South),1.92,0.67,2.59
2008,Air Force,MWC,0.48,2.08,2.55
2008,Nevada,WAC,8.96,-6.72,2.25
2008,Houston,CUSA (West),8.88,-6.67,2.21
2008,Wisconsin,Big Ten,2.63,-0.81,1.82
2008,Tennessee,SEC (East),-4.20,5.84,1.64
2008,Arizona State,Pac-10,-2.27,3.89,1.62
2008,East Carolina,CUSA (East),-1.53,3.12,1.58
2008,North Carolina State,ACC (Atlantic),1.81,-0.40,1.41
2008,Virginia,ACC (Coastal),-4.68,6.08,1.40
2008,Auburn,SEC (West),-5.96,7.22,1.26
2008,Troy,Sun Belt,-0.29,1.35,1.06
2008,Southern Mississippi,CUSA (East),1.79,-1.33,0.46
2008,Minnesota,Big Ten,-1.34,1.35,0.01
2008,Stanford,Pac-10,2.75,-2.79,-0.04
2008,Arkansas,SEC (West),2.26,-2.62,-0.36
2008,Duke,ACC (Coastal),-1.56,1.18,-0.39
2008,Buffalo,MAC (East),4.00,-4.41,-0.41
2008,Purdue,Big Ten,-1.12,0.58,-0.54
2008,Western Michigan,MAC (West),-0.40,-0.48,-0.87
2008,Colorado,Big 12 (North),-3.95,2.89,-1.07
2008,Bowling Green,MAC (East),-0.70,-1.30,-2.00
2008,Northern Illinois,MAC (West),-6.89,4.15,-2.73
2008,Central Michigan,MAC (West),3.88,-6.63,-2.75
2008,Temple,MAC (East),-4.65,1.27,-3.38
2008,Kansas State,Big 12 (North),3.41,-6.80,-3.39
2008,Fresno State,WAC,3.74,-7.26,-3.53
2008,Louisiana Tech,WAC,-2.30,-1.27,-3.56
2008,Louisville,Big East,-0.93,-2.90,-3.83
2008,Colorado State,MWC,1.01,-4.98,-3.96
2008,UCLA,Pac-10,-4.86,0.88,-3.98
2008,Hawaii,WAC,-1.04,-3.02,-4.06
2008,New Mexico,MWC,-8.54,4.37,-4.18
2008,Michigan,Big Ten,-2.11,-2.55,-4.66
2008,UTEP,CUSA (West),3.94,-8.89,-4.95
2008,Mississippi State,SEC (West),-6.41,1.42,-5.00
2008,Texas A&M,Big 12 (South),1.92,-7.30,-5.38
2008,Louisiana,Sun Belt,2.75,-8.32,-5.57
2008,Memphis,CUSA (East),-0.14,-5.47,-5.62
2008,Florida Atlantic,Sun Belt,-1.97,-3.73,-5.70
2008,Arkansas State,Sun Belt,-5.61,-0.64,-6.24
2008,Florida International,Sun Belt,-2.83,-3.76,-6.58
2008,Akron,MAC (East),2.72,-9.59,-6.87
2008,San Jose State,WAC,-9.55,2.34,-7.22
2008,Nevada-Las Vegas,MWC,1.26,-8.67,-7.41
2008,Marshall,CUSA (East),-5.86,-1.81,-7.66
2008,Iowa State,Big 12 (North),-1.26,-6.54,-7.80
2008,UCF,CUSA (East),-10.87,2.47,-8.39
2008,Middle Tennessee State,Sun Belt,-5.13,-3.44,-8.58
2008,Indiana,Big Ten,-4.11,-4.62,-8.73
2008,Ohio,MAC (East),-3.18,-5.62,-8.80
2008,Syracuse,Big East,-4.14,-4.86,-9.00
2008,Utah State,WAC,-5.11,-4.09,-9.20
2008,UAB,CUSA (East),-3.99,-5.79,-9.78
2008,Louisiana-Monroe,Sun Belt,-3.16,-7.42,-10.58
2008,Kent State,MAC (East),-2.48,-8.62,-11.10
2008,Wyoming,MWC,-11.79,0.35,-11.44
2008,New Mexico State,WAC,-5.47,-6.53,-11.99
2008,Washington,Pac-10,-8.74,-3.34,-12.08
2008,Toledo,MAC (West),-6.10,-6.12,-12.22
2008,Army,Ind,-14.11,1.42,-12.69
2008,Washington State,Pac-10,-11.65,-2.17,-13.82
2008,Eastern Michigan,MAC (West),-1.78,-12.11,-13.89
2008,SMU,CUSA (West),-5.77,-8.73,-14.50
2008,San Diego State,MWC,-6.10,-8.88,-14.97
2008,Tulane,CUSA (West),-11.51,-4.27,-15.77
2008,Miami (OH),MAC (East),-7.79,-9.45,-17.24
2008,Idaho,WAC,-7.71,-12.16,-19.87
2008,North Texas,Sun Belt,-8.89,-13.31,-22.21
2009,Alabama,SEC (West),7.09,16.60,23.69
2009,Florida,SEC (East),5.61,15.54,21.15
2009,Texas,Big 12 (South),11.08,9.12,20.21
2009,Virginia Tech,ACC (Coastal),8.01,10.56,18.57
2009,Texas Christian,MWC,5.91,11.14,17.05
2009,Oregon,Pac-10,12.09,3.39,15.48
2009,Ohio State,Big Ten,1.58,13.13,14.71
2009,Cincinnati,Big East,11.76,2.47,14.23
2009,Penn State,Big Ten,2.04,11.82,13.86
2009,Georgia Tech,ACC (Coastal),11.79,1.75,13.54
2009,Boise State,WAC,7.15,6.36,13.50
2009,Oklahoma,Big 12 (South),1.15,12.06,13.21
2009,Arkansas,SEC (West),11.43,1.71,13.14
2009,Pitt,Big East,7.59,5.16,12.75
2009,LSU,SEC (West),2.28,10.42,12.70
2009,Miami (FL),ACC (Coastal),8.37,3.82,12.20
2009,Clemson,ACC (Atlantic),5.49,6.24,11.73
2009,Ole Miss,SEC (West),3.89,7.61,11.50
2009,Nebraska,Big 12 (North),-3.40,14.81,11.41
2009,Stanford,Pac-10,12.23,-1.35,10.88
2009,Texas Tech,Big 12 (South),8.70,2.09,10.79
2009,Auburn,SEC (West),11.13,-0.87,10.26
2009,Iowa,Big Ten,0.25,10.01,10.26
2009,BYU,MWC,5.62,4.05,9.67
2009,USC,Pac-10,2.21,6.90,9.11
2009,Georgia,SEC (East),7.16,1.89,9.06
2009,Tennessee,SEC (East),5.30,3.64,8.94
2009,Oregon State,Pac-10,7.16,1.31,8.47
2009,Wisconsin,Big Ten,5.11,3.08,8.19
2009,North Carolina,ACC (Coastal),-0.80,8.84,8.04
2009,Connecticut,Big East,8.16,-0.13,8.03
2009,Oklahoma State,Big 12 (South),2.24,5.76,8.01
2009,West Virginia,Big East,2.71,4.76,7.48
2009,Utah,MWC,3.34,3.94,7.28
2009,South Carolina,SEC (East),-0.52,7.62,7.10
2009,Arizona,Pac-10,5.35,1.64,6.98
2009,Air Force,MWC,-0.78,7.35,6.57
2009,Notre Dame,Ind,5.71,0.78,6.49
2009,Rutgers,Big East,0.71,5.63,6.34
2009,Florida State,ACC (Atlantic),9.19,-3.11,6.08
2009,Kentucky,SEC (East),3.14,2.89,6.03
2009,Mississippi State,SEC (West),3.33,2.42,5.76
2009,Boston College,ACC (Atlantic),-1.02,6.50,5.47
2009,Navy,Ind,1.34,3.53,4.87
2009,Central Michigan,MAC (West),1.58,3.18,4.76
2009,Missouri,Big 12 (North),4.13,0.19,4.33
2009,California,Pac-10,1.78,2.50,4.28
2009,Houston,CUSA (West),10.70,-6.49,4.21
2009,UCLA,Pac-10,-2.20,5.99,3.80
2009,South Florida,Big East,-2.47,6.11,3.64
2009,Washington,Pac-10,2.34,1.27,3.61
2009,East Carolina,CUSA (East),0.57,3.00,3.58
2009,Texas A&M,Big 12 (South),5.96,-2.59,3.37
2009,Troy,Sun Belt,5.56,-2.84,2.73
2009,Michigan State,Big Ten,3.86,-1.33,2.52
2009,Nevada,WAC,4.38,-2.19,2.19
2009,Wake Forest,ACC (Atlantic),1.20,0.65,1.85
2009,Fresno State,WAC,5.11,-3.77,1.34
2009,Middle Tennessee State,Sun Belt,1.21,-0.11,1.10
2009,Kansas,Big 12 (North),3.89,-3.01,0.88
2009,Purdue,Big Ten,2.55,-1.77,0.79
2009,Arizona State,Pac-10,-3.52,4.23,0.71
2009,Minnesota,Big Ten,-0.81,0.70,-0.10
2009,Northwestern,Big Ten,0.73,-1.12,-0.39
2009,Southern Mississippi,CUSA (East),3.01,-3.68,-0.67
2009,UCF,CUSA (East),-2.97,2.22,-0.75
2009,Iowa State,Big 12 (North),-2.18,1.22,-0.96
2009,North Carolina State,ACC (Atlantic),4.61,-5.66,-1.06
2009,Kansas State,Big 12 (North),-3.67,2.59,-1.08
2009,Michigan,Big Ten,2.51,-4.02,-1.51
2009,Ohio,MAC (East),-2.06,0.17,-1.89
2009,Baylor,Big 12 (South),-3.42,1.12,-2.30
2009,Bowling Green,MAC (East),1.39,-3.72,-2.34
2009,Temple,MAC (East),1.07,-3.43,-2.36
2009,Duke,ACC (Coastal),-0.24,-2.21,-2.45
2009,Louisiana Tech,WAC,-0.47,-2.50,-2.97
2009,Virginia,ACC (Coastal),-4.67,1.67,-3.00
2009,SMU,CUSA (West),2.24,-5.33,-3.09
2009,Marshall,CUSA (East),-4.17,0.82,-3.35
2009,Illinois,Big Ten,-0.38,-3.30,-3.67
2009,Colorado,Big 12 (North),-0.66,-3.20,-3.86
2009,Louisville,Big East,-4.49,0.48,-4.01
2009,Northern Illinois,MAC (West),-3.32,-0.92,-4.24
2009,Tulsa,CUSA (West),-1.73,-2.52,-4.25
2009,Syracuse,Big East,-1.32,-3.09,-4.41
2009,Wyoming,MWC,-6.04,1.50,-4.53
2009,Idaho,WAC,6.95,-11.68,-4.73
2009,Vanderbilt,SEC (East),-7.14,2.03,-5.11
2009,Nevada-Las Vegas,MWC,-0.35,-5.27,-5.61
2009,Indiana,Big Ten,0.04,-5.80,-5.75
2009,UAB,CUSA (East),-0.24,-5.51,-5.75
2009,Maryland,ACC (Atlantic),-1.45,-5.15,-6.60
2009,Buffalo,MAC (East),-3.72,-3.03,-6.75
2009,Utah State,WAC,3.19,-10.04,-6.85
2009,UTEP,CUSA (West),1.03,-8.24,-7.21
2009,San Diego State,MWC,-1.55,-6.25,-7.79
2009,Louisiana-Monroe,Sun Belt,-5.20,-2.96,-8.15
2009,Hawaii,WAC,-4.69,-3.51,-8.20
2009,Colorado State,MWC,-3.81,-5.33,-9.14
2009,Arkansas State,Sun Belt,-7.78,-1.85,-9.63
2009,Louisiana,Sun Belt,-3.91,-5.77,-9.68
2009,Florida Atlantic,Sun Belt,0.40,-10.13,-9.74
2009,Western Michigan,MAC (West),-5.20,-5.33,-10.53
2009,Kent State,MAC (East),-8.52,-2.18,-10.69
2009,Florida International,Sun Belt,-3.87,-7.28,-11.15
2009,Toledo,MAC (West),2.40,-13.69,-11.29
2009,Memphis,CUSA (East),-4.53,-7.54,-12.06
2009,Army,Ind,-11.06,-1.53,-12.59
2009,North Texas,Sun Belt,-1.25,-13.13,-14.38
2009,San Jose State,WAC,-12.92,-1.71,-14.63
2009,Akron,MAC (East),-9.02,-5.63,-14.65
2009,Washington State,Pac-10,-11.12,-3.75,-14.87
2009,Ball State,MAC (West),-9.79,-5.59,-15.38
2009,New Mexico,MWC,-7.69,-8.11,-15.80
2009,Tulane,CUSA (West),-10.35,-5.88,-16.23
2009,Rice,CUSA (West),-7.47,-8.86,-16.33
2009,Miami (OH),MAC (East),-11.15,-5.82,-16.98
2009,New Mexico State,WAC,-15.89,-2.08,-17.97
2009,Western Kentucky,Sun Belt,-7.49,-13.39,-20.88
2009,Eastern Michigan,MAC (West),-11.74,-11.16,-22.89
2010,Stanford,Pac-10,11.33,10.47,21.80
2010,Oregon,Pac-10,13.04,8.50,21.54
2010,Auburn,SEC (West),16.15,4.52,20.66
2010,Boise State,WAC,5.85,12.84,18.69
2010,Alabama,SEC (West),4.12,14.19,18.31
2010,Texas Christian,MWC,5.64,12.32,17.96
2010,Ohio State,Big Ten,4.66,12.70,17.37
2010,Oklahoma,Big 12 (South),10.21,6.91,17.11
2010,Oklahoma State,Big 12 (South),15.10,1.53,16.62
2010,LSU,SEC (West),6.33,8.80,15.13
2010,Arkansas,SEC (West),11.35,3.13,14.48
2010,Florida State,ACC (Atlantic),6.93,7.27,14.20
2010,Virginia Tech,ACC (Coastal),7.39,6.64,14.03
2010,Wisconsin,Big Ten,9.19,4.83,14.02
2010,Missouri,Big 12 (North),3.09,10.89,13.98
2010,South Carolina,SEC (East),5.77,7.20,12.97
2010,Nebraska,Big 12 (North),4.04,8.81,12.85
2010,Nevada,WAC,11.09,0.87,11.96
2010,Texas A&M,Big 12 (South),5.10,6.28,11.39
2010,North Carolina State,ACC (Atlantic),6.34,4.66,11.00
2010,Notre Dame,Ind,3.15,7.20,10.35
2010,Iowa,Big Ten,1.62,8.53,10.15
2010,Michigan State,Big Ten,4.40,5.51,9.91
2010,USC,Pac-10,8.08,1.48,9.57
2010,West Virginia,Big East,-0.85,10.36,9.51
2010,Florida,SEC (East),5.35,3.95,9.30
2010,Mississippi State,SEC (West),0.13,8.98,9.11
2010,Arizona State,Pac-10,6.84,1.58,8.42
2010,Utah,MWC,2.92,5.38,8.30
2010,Miami (FL),ACC (Coastal),2.12,6.14,8.26
2010,Arizona,Pac-10,2.76,5.38,8.14
2010,Illinois,Big Ten,5.51,2.26,7.77
2010,Oregon State,Pac-10,4.57,3.03,7.60
2010,Pitt,Big East,1.76,5.64,7.40
2010,Clemson,ACC (Atlantic),0.21,7.14,7.35
2010,Maryland,ACC (Atlantic),2.77,4.25,7.02
2010,Air Force,MWC,4.05,2.82,6.87
2010,Hawaii,WAC,5.69,0.86,6.55
2010,Georgia,SEC (East),2.63,3.72,6.35
2010,San Diego State,MWC,6.72,-0.66,6.07
2010,UCF,CUSA (East),-1.62,7.41,5.79
2010,Washington,Pac-10,2.45,3.11,5.55
2010,California,Pac-10,-2.22,7.57,5.35
2010,North Carolina,ACC (Coastal),1.09,4.06,5.15
2010,Tulsa,CUSA (West),8.93,-3.97,4.95
2010,Northern Illinois,MAC (West),2.35,1.96,4.32
2010,Kansas State,Big 12 (North),8.07,-3.96,4.11
2010,Navy,Ind,1.01,2.47,3.49
2010,Texas Tech,Big 12 (South),5.87,-2.82,3.06
2010,Penn State,Big Ten,0.10,2.87,2.96
2010,Louisville,Big East,-2.23,4.94,2.71
2010,Boston College,ACC (Atlantic),-4.98,7.12,2.15
2010,South Florida,Big East,-0.69,2.85,2.15
2010,Kentucky,SEC (East),4.66,-2.78,1.88
2010,Southern Mississippi,CUSA (East),7.93,-6.14,1.79
2010,Tennessee,SEC (East),-0.61,2.38,1.78
2010,Texas,Big 12 (South),-2.82,4.53,1.71
2010,Connecticut,Big East,0.12,1.52,1.63
2010,Baylor,Big 12 (South),3.47,-1.85,1.62
2010,Michigan,Big Ten,9.12,-7.71,1.41
2010,BYU,MWC,-2.61,3.94,1.33
2010,Syracuse,Big East,-2.91,4.22,1.30
2010,Georgia Tech,ACC (Coastal),0.55,0.24,0.80
2010,Colorado,Big 12 (North),1.42,-0.68,0.75
2010,UCLA,Pac-10,-2.55,3.18,0.62
2010,Iowa State,Big 12 (North),-1.37,1.80,0.43
2010,Fresno State,WAC,2.72,-2.54,0.18
2010,Northwestern,Big Ten,0.90,-2.34,-1.44
2010,Ole Miss,SEC (West),6.06,-7.88,-1.83
2010,Cincinnati,Big East,1.20,-3.13,-1.93
2010,SMU,CUSA (West),-3.05,1.01,-2.04
2010,Houston,CUSA (West),6.65,-8.76,-2.11
2010,Army,Ind,-0.68,-1.75,-2.43
2010,Idaho,WAC,-1.41,-1.36,-2.77
2010,Virginia,ACC (Coastal),-1.10,-2.20,-3.29
2010,Temple,MAC (East),-4.50,1.11,-3.39
2010,Louisiana Tech,WAC,0.50,-4.20,-3.70
2010,Toledo,MAC (West),-0.69,-3.02,-3.70
2010,Troy,Sun Belt,2.19,-6.29,-4.10
2010,Western Michigan,MAC (West),-1.47,-2.63,-4.10
2010,Washington State,Pac-10,-2.04,-2.15,-4.20
2010,East Carolina,CUSA (East),11.27,-15.75,-4.48
2010,Indiana,Big Ten,0.74,-5.22,-4.49
2010,Duke,ACC (Coastal),2.64,-7.23,-4.59
2010,Florida International,Sun Belt,0.10,-4.81,-4.71
2010,Minnesota,Big Ten,0.37,-5.43,-5.06
2010,Wake Forest,ACC (Atlantic),-0.88,-4.20,-5.07
2010,Purdue,Big Ten,-5.98,0.80,-5.18
2010,Ohio,MAC (East),-2.30,-3.49,-5.79
2010,Miami (OH),MAC (East),-6.14,0.27,-5.86
2010,Rutgers,Big East,-3.75,-3.02,-6.76
2010,Arkansas State,Sun Belt,0.56,-8.01,-7.45
2010,Utah State,WAC,-3.18,-4.46,-7.64
2010,UTEP,CUSA (West),-4.82,-3.31,-8.13
2010,Kansas,Big 12 (North),-8.02,-0.59,-8.61
2010,Kent State,MAC (East),-7.50,-1.32,-8.82
2010,UAB,CUSA (East),-1.29,-7.91,-9.20
2010,Wyoming,MWC,-6.56,-2.76,-9.31
2010,Vanderbilt,SEC (East),-10.40,0.82,-9.57
2010,Marshall,CUSA (East),-6.50,-3.23,-9.73
2010,Central Michigan,MAC (West),-5.37,-4.37,-9.74
2010,Middle Tennessee State,Sun Belt,-3.79,-6.81,-10.59
2010,Colorado State,MWC,-8.99,-1.87,-10.86
2010,Louisiana-Monroe,Sun Belt,-7.50,-3.54,-11.04
2010,Rice,CUSA (West),0.06,-11.14,-11.08
2010,Nevada-Las Vegas,MWC,-6.25,-5.61,-11.86
2010,San Jose State,WAC,-8.71,-3.69,-12.40
2010,Tulane,CUSA (West),-3.93,-9.50,-13.42
2010,North Texas,Sun Belt,-6.78,-7.40,-14.18
2010,Ball State,MAC (West),-6.59,-8.24,-14.83
2010,Western Kentucky,Sun Belt,-7.00,-8.37,-15.37
2010,Florida Atlantic,Sun Belt,-11.47,-4.43,-15.90
2010,Bowling Green,MAC (East),-7.30,-9.46,-16.76
2010,Louisiana,Sun Belt,-6.93,-9.98,-16.92
2010,New Mexico,MWC,-8.77,-9.00,-17.76
2010,New Mexico State,WAC,-10.39,-7.74,-18.13
2010,Eastern Michigan,MAC (West),-7.24,-11.83,-19.07
2010,Buffalo,MAC (East),-14.70,-4.50,-19.20
2010,Memphis,CUSA (East),-13.88,-5.55,-19.43
2010,Akron,MAC (East),-12.16,-9.38,-21.54
2011,Alabama,SEC (West),7.45,16.99,24.44
2011,LSU,SEC (West),7.52,16.75,24.27
2011,Oklahoma State,Big 12,18.60,5.54,24.14
2011,Oklahoma,Big 12,9.47,10.28,19.75
2011,Oregon,Pac-12 (North),15.45,3.35,18.80
2011,Stanford,Pac-12 (North),10.65,7.13,17.78
2011,Boise State,MWC,9.23,7.53,16.75
2011,Michigan,Big Ten (Legends),7.15,9.12,16.27
2011,Wisconsin,Big Ten (Leaders),9.72,6.17,15.89
2011,USC,Pac-12 (South),9.07,5.09,14.16
2011,Arkansas,SEC (West),9.90,3.96,13.86
2011,Baylor,Big 12,19.95,-6.12,13.83
2011,South Carolina,SEC (East),4.92,8.64,13.56
2011,Texas A&M,Big 12,11.59,1.78,13.36
2011,Texas,Big 12,1.99,10.17,12.16
2011,Houston,CUSA (West),11.27,0.67,11.94
2011,Kansas State,Big 12,7.38,4.07,11.45
2011,Florida State,ACC (Atlantic),1.27,9.96,11.22
2011,Missouri,Big 12,3.77,7.32,11.08
2011,Notre Dame,Ind,4.23,6.83,11.06
2011,Georgia,SEC (East),4.78,5.88,10.67
2011,Michigan State,Big Ten (Legends),1.99,8.06,10.05
2011,Texas Christian,MWC,6.98,2.69,9.67
2011,Southern Mississippi,CUSA (East),7.11,2.07,9.18
2011,Nebraska,Big Ten (Legends),4.15,4.62,8.76
2011,West Virginia,Big East,9.80,-1.16,8.65
2011,Virginia Tech,ACC (Coastal),-0.65,8.86,8.21
2011,Cincinnati,Big East,3.66,3.68,7.34
2011,Vanderbilt,SEC (East),2.76,4.33,7.09
2011,Toledo,MAC (West),13.83,-6.99,6.84
2011,Clemson,ACC (Atlantic),8.74,-2.20,6.54
2011,Penn State,Big Ten (Leaders),-4.49,10.96,6.47
2011,Rutgers,Big East,-0.45,6.87,6.42
2011,Florida,SEC (East),0.62,5.38,6.00
2011,Temple,MAC (East),-2.21,7.84,5.63
2011,Northern Illinois,MAC (West),10.12,-4.57,5.55
2011,Tulsa,CUSA (West),4.78,0.42,5.20
