"","Year","Player","Pos","wAV","From","To","AP1","PB","Starter","G","GS"
"3828",2011,"T.J. Yates","QB",6,2011,2017,0,0,0,22,10
"3829",2011,"Kris Durham","WR",5,2011,2014,0,0,1,27,16
"3830",2011,"Alex Green","RB",5,2011,2013,0,0,0,29,4
"3831",2011,"Mikel Leshoure","RB",5,2012,2013,0,0,1,17,14
"3832",2011,"Anthony Sherman","RB",5,2011,2020,0,1,3,153,35
"3833",2011,"Lee Smith","TE",5,2011,2021,0,0,4,149,79
"3834",2011,"Luke Stocker","TE",5,2011,2021,0,0,7,142,91
"3835",2011,"Jordan Todman","RB",5,2012,2017,0,0,0,74,3
"3836",2011,"Jonathan Baldwin","WR",4,2011,2013,0,0,1,33,11
"3837",2011,"Tandon Doss","WR",4,2011,2013,0,0,0,35,2
"3838",2011,"Ryan Mallett","QB",4,2012,2017,0,0,0,21,8
"3839",2011,"Evan Royster","RB",4,2011,2013,0,0,0,32,2
"3840",2011,"Greg Salas","WR",4,2011,2016,0,0,0,29,3
"3841",2011,"D.J. Williams","TE",4,2011,2013,0,0,0,35,3
"3842",2011,"Delone Carter","RB",3,2011,2013,0,0,0,27,3
"3843",2011,"Clyde Gates","WR",3,2011,2013,0,0,0,32,4
"3844",2011,"Taiwan Jones","RB",3,2011,2022,0,0,0,137,0
"3845",2011,"Jerrel Jernigan","WR",2,2011,2014,0,0,0,34,4
"3846",2011,"Anthony Allen","RB",1,2011,2012,0,0,0,21,0
"3847",2011,"David Ausberry","WR",1,2011,2014,0,0,0,34,0
"3848",2011,"Baron Batch","RB",1,2012,2012,0,0,0,12,0
"3849",2011,"Allen Bradford","RB",1,2011,2015,0,0,0,19,0
"3850",2011,"Jamie Harper","RB",1,2011,2012,0,0,0,23,0
"3851",2011,"Stanley Havili","RB",1,2012,2013,0,0,1,28,10
"3852",2011,"Greg McElroy","QB",1,2012,2012,0,0,0,2,1
"3853",2011,"Kealoha Pilares","WR",1,2011,2012,0,0,0,20,0
"3854",2011,"Da'Rel Scott","RB",1,2011,2013,0,0,0,20,1
"3855",2011,"Ryan Williams","RB",1,2012,2012,0,0,0,5,3
"3856",2011,"Stephen Burton","WR",0,2011,2013,0,0,0,19,3
"3857",2011,"Shaun Chapas","RB",0,2011,2012,0,0,0,6,1
"3858",2011,"Richard Gordon","TE",0,2011,2015,0,0,0,35,5
"3859",2011,"Owen Marecic","RB",0,2011,2012,0,0,0,24,6
"3860",2011,"DeMarco Sampson","WR",0,2011,2011,0,0,0,12,0
"3861",2011,"Ryan Taylor","TE",0,2011,2014,0,0,0,58,2
"3862",2011,"Ryan Whalen","WR",0,2011,2013,0,0,0,17,0
"3863",2011,"Johnny White","RB",0,2011,2012,0,0,0,19,0
"3864",2011,"Shane Bannon","RB",NA,NA,NA,0,0,0,NA,NA
"3865",2011,"Nathan Enderle","QB",NA,NA,NA,0,0,0,NA,NA
"3866",2011,"Jay Finley","RB",NA,NA,NA,0,0,0,NA,NA
"3867",2011,"Daniel Hardy","TE",NA,NA,NA,0,0,0,NA,NA
"3868",2011,"Ronald Johnson","WR",NA,NA,NA,0,0,0,NA,NA
"3869",2011,"Scotty McKnight","WR",NA,NA,NA,0,0,0,NA,NA
"3870",2011,"Ricky Stanzi","QB",NA,NA,NA,0,0,0,NA,NA
"3871",2012,"Russell Wilson","QB",130,2012,2022,0,9,11,173,173
"3872",2012,"Kirk Cousins","QB",90,2012,2022,0,4,8,142,137
"3873",2012,"Ryan Tannehill","QB",88,2012,2022,0,1,10,145,143
"3874",2012,"T.Y. Hilton","WR",72,2012,2022,0,4,8,146,121
"3875",2012,"Andrew Luck","QB",72,2012,2018,0,4,5,86,86
"3876",2012,"Marvin Jones","WR",53,2012,2022,0,0,8,145,114
"3877",2012,"Alshon Jeffery","WR",48,2012,2020,0,1,8,109,97
"3878",2012,"Lamar Miller","RB",42,2012,2020,0,1,6,106,89
"3879",2012,"Mohamed Sanu","WR",41,2012,2021,0,0,5,136,96
"3880",2012,"Doug Martin","RB",39,2012,2018,1,2,7,84,74
"3881",2012,"Robert Griffin III","QB",36,2012,2020,0,1,3,56,42
"3882",2012,"Alfred Morris","RB",36,2012,2020,0,2,4,114,70
"3883",2012,"Nick Foles","QB",32,2012,2022,0,1,3,71,58
"3884",2012,"Michael Floyd","WR",28,2012,2018,0,0,3,102,51
"3885",2012,"Kendall Wright","WR",28,2012,2017,0,0,3,82,45
"3886",2012,"Travis Benjamin","WR",25,2012,2021,0,0,2,111,37
"3887",2012,"Coby Fleener","TE",25,2012,2017,0,0,4,87,54
"3888",2012,"Jarius Wright","WR",24,2012,2019,0,0,1,111,30
"3889",2012,"Rishard Matthews","WR",22,2012,2018,0,0,4,87,37
"3890",2012,"Rueben Randle","WR",21,2012,2015,0,0,2,64,33
"3891",2012,"Ronnie Hillman","RB",17,2012,2016,0,0,1,56,15
"3892",2012,"Trent Richardson","RB",17,2012,2014,0,0,3,46,37
"3893",2012,"Robert Turbin","RB",16,2012,2019,0,0,0,82,4
"3894",2012,"Brock Osweiler","QB",14,2012,2018,0,0,1,49,30
"3895",2012,"Brandon Weeden","QB",13,2012,2018,0,0,1,35,25
"3896",2012,"Dwayne Allen","TE",12,2012,2018,0,0,4,86,72
"3897",2012,"Chris Givens","WR",12,2012,2015,0,0,2,60,31
"3898",2012,"Ladarius Green","TE",11,2012,2016,0,0,2,53,28
"3899",2012,"Brian Quick","WR",11,2012,2018,0,0,0,84,27
"3900",2012,"Bernard Pierce","RB",10,2012,2015,0,0,0,52,3
"3901",2012,"Justin Blackmon","WR",9,2012,2013,0,0,1,20,18
"3902",2012,"Bryce Brown","RB",9,2012,2015,0,0,0,42,7
"3903",2012,"Rhett Ellison","RB",9,2012,2019,0,0,4,113,74
"3904",2012,"T.J. Graham","WR",7,2012,2015,0,0,1,47,18
"3905",2012,"Keshawn Martin","WR",7,2012,2016,0,0,1,58,10
"3906",2012,"Daryl Richardson","RB",7,2012,2016,0,0,0,27,3
"3907",2012,"Vick Ballard","RB",5,2012,2013,0,0,1,17,13
"3908",2012,"Dan Herron","RB",5,2012,2015,0,0,0,35,3
"3909",2012,"David Wilson","RB",5,2012,2013,0,0,0,21,6
"3910",2012,"Stephen Hill","WR",4,2012,2013,0,0,2,23,19
"3911",2012,"LaVon Brazill","WR",3,2012,2013,0,0,0,25,0
"3912",2012,"Ryan Broyles","WR",3,2012,2014,0,0,0,21,6
"3913",2012,"James Hanna","TE",3,2012,2017,0,0,4,78,37
"3914",2012,"Nick Toon","WR",3,2013,2015,0,0,0,17,5
"3915",2012,"Orson Charles","TE",2,2012,2018,0,0,0,49,8
"3916",2012,"Junior Hemingway","WR",2,2012,2014,0,0,0,31,3
"3917",2012,"LaMichael James","RB",2,2012,2015,0,0,0,18,0
"3918",2012,"A.J. Jenkins","WR",2,2012,2014,0,0,0,28,3
"3919",2012,"DeVier Posey","WR",2,2012,2014,0,0,0,26,1
"3920",2012,"Edwin Baker","RB",1,2013,2014,0,0,0,6,2
"3921",2012,"Juron Criner","WR",1,2012,2013,0,0,0,13,0
"3922",2012,"Cyrus Gray","RB",1,2012,2014,0,0,0,35,0
"3923",2012,"David Paulson","TE",1,2012,2013,0,0,0,32,9
"3924",2012,"Isaiah Pead","RB",1,2012,2016,0,0,0,30,1
"3925",2012,"Chris Rainey","RB",1,2012,2013,0,0,0,18,0
"3926",2012,"Joe Adams","WR",0,2012,2012,0,0,0,9,0
"3927",2012,"Toney Clemons","WR",0,2012,2012,0,0,0,4,0
"3928",2012,"B.J. Cunningham","WR",0,2013,2013,0,0,0,2,0
"3929",2012,"Jeremy Ebert","WR",0,2013,2013,0,0,0,5,0
"3930",2012,"Michael Egnew","TE",0,2012,2013,0,0,0,18,5
"3931",2012,"Bradie Ewing","RB",0,2013,2013,0,0,0,2,2
"3932",2012,"Terrance Ganaway","RB",0,2012,2012,0,0,0,3,0
"3933",2012,"Marvin McNutt","WR",0,2012,2013,0,0,0,5,0
"3934",2012,"Adrien Robinson","TE",0,2012,2014,0,0,0,19,1
"3935",2012,"Evan Rodriguez","TE",0,2012,2014,0,0,0,20,5
"3936",2012,"Brad Smelley","TE",0,2012,2013,0,0,0,4,0
"3937",2012,"Michael Smith","RB",0,2012,2012,0,0,0,1,0
"3938",2012,"Tommy Streeter","WR",0,2014,2014,0,0,0,2,0
"3939",2012,"Taylor Thompson","TE",0,2012,2014,0,0,0,35,8
"3940",2012,"Jordan White","WR",0,2012,2012,0,0,0,3,0
"3941",2012,"Devon Wylie","WR",0,2012,2013,0,0,0,8,1
"3942",2012,"Ryan Lindley","QB",-4,2012,2015,0,0,0,10,6
"3943",2012,"Greg Childs","WR",NA,NA,NA,0,0,0,NA,NA
"3944",2012,"Danny Coale","WR",NA,NA,NA,0,0,0,NA,NA
"3945",2012,"B.J. Coleman","QB",NA,NA,NA,0,0,0,NA,NA
"3946",2012,"Drake Dunsmore","TE",NA,NA,NA,0,0,0,NA,NA
"3947",2012,"Chandler Harnish","QB",NA,NA,NA,0,0,0,NA,NA
"3948",2013,"Travis Kelce","TE",82,2013,2022,4,8,9,144,137
"3949",2013,"DeAndre Hopkins","WR",74,2013,2022,3,5,9,145,145
"3950",2013,"Keenan Allen","WR",67,2013,2022,0,5,9,126,121
"3951",2013,"Le'Veon Bell","RB",61,2013,2021,2,3,5,96,81
"3952",2013,"Robert Woods","WR",56,2013,2022,0,0,9,142,130
"3953",2013,"Zach Ertz","TE",49,2013,2022,0,3,7,144,106
"3954",2013,"Giovani Bernard","RB",42,2013,2022,0,0,2,135,30
"3955",2013,"Latavius Murray","RB",42,2014,2022,0,1,3,135,76
"3956",2013,"Cordarrelle Patterson","WR",40,2013,2022,4,4,4,156,60
"3957",2013,"Eddie Lacy","RB",36,2013,2017,0,1,3,60,51
"3958",2013,"Kenny Stills","WR",35,2013,2021,0,0,5,130,81
"3959",2013,"Geno Smith","QB",31,2013,2022,0,1,3,62,51
"3960",2013,"Terrance Williams","WR",27,2013,2018,0,0,4,83,68
"3961",2013,"Tavon Austin","WR",26,2013,2021,0,0,4,113,53
"3962",2013,"Jordan Reed","TE",25,2013,2020,0,1,3,75,36
"3963",2013,"Theo Riddick","RB",24,2013,2020,0,0,1,88,19
"3964",2013,"Marquise Goodwin","WR",23,2013,2022,0,0,3,102,44
"3965",2013,"Rex Burkhead","RB",21,2013,2022,0,0,0,115,14
"3966",2013,"Chris Thompson","RB",20,2013,2020,0,0,0,74,1
"3967",2013,"Tyler Eifert","TE",19,2013,2020,0,1,2,74,41
"3968",2013,"Andre Ellington","RB",18,2013,2017,0,0,1,65,17
"3969",2013,"Kyle Juszczyk","RB",18,2013,2022,0,7,9,155,111
"3970",2013,"Spencer Ware","RB",17,2013,2019,0,0,1,43,19
"3971",2013,"Ryan Griffin","TE",14,2013,2022,0,0,5,134,67
"3972",2013,"Vance McDonald","TE",14,2013,2020,0,0,6,101,77
"3973",2013,"Markus Wheaton","WR",13,2013,2018,0,0,2,59,22
"3974",2013,"Luke Willson","TE",12,2013,2020,0,0,2,102,52
"3975",2013,"Mike Gillislee","RB",11,2013,2018,0,0,0,36,4
"3976",2013,"Zac Stacy","RB",11,2013,2015,0,0,1,35,17
"3977",2013,"Knile Davis","RB",10,2013,2016,0,0,0,57,2
"3978",2013,"EJ Manuel","QB",10,2013,2017,0,0,1,30,18
"3979",2013,"Mychal Rivera","TE",10,2013,2016,0,0,1,61,15
"3980",2013,"Brice Butler","WR",9,2013,2018,0,0,0,69,8
"3981",2013,"Mike Glennon","QB",9,2013,2021,0,0,1,40,31
"3982",2013,"Justin Hunter","WR",9,2013,2018,0,0,1,60,19
"3983",2013,"Christine Michael","RB",9,2013,2018,0,0,1,38,9
"3984",2013,"Denard Robinson","WR",8,2013,2016,0,0,1,55,13
"3985",2013,"Levine Toilolo","TE",8,2013,2020,0,0,5,124,69
"3986",2013,"Stedman Bailey","WR",7,2013,2015,0,0,0,38,8
"3987",2013,"Montee Ball","RB",7,2013,2014,0,0,0,21,3
"3988",2013,"Charles Johnson","WR",7,2014,2016,0,0,0,39,17
"3989",2013,"Joseph Randle","RB",7,2013,2015,0,0,0,35,8
"3990",2013,"Dion Sims","TE",7,2013,2018,0,0,2,78,40
"3991",2013,"Aaron Dobson","WR",6,2013,2015,0,0,1,24,13
"3992",2013,"Quinton Patton","WR",6,2013,2016,0,0,1,40,18
"3993",2013,"Kerwynn Williams","RB",6,2013,2017,0,0,0,39,6
"3994",2013,"Marquess Wilson","WR",6,2013,2016,0,0,0,31,14
"3995",2013,"Matt Barkley","QB",5,2013,2020,0,0,1,19,7
"3996",2013,"Kenjon Barner","RB",4,2013,2021,0,0,0,76,1
"3997",2013,"Landry Jones","QB",4,2015,2017,0,0,0,18,5
"3998",2013,"Corey Fuller","WR",3,2014,2015,0,0,0,28,2
"3999",2013,"Ace Sanders","WR",3,2013,2014,0,0,0,27,4
"4000",2013,"Stepfan Taylor","RB",3,2013,2016,0,0,0,61,4
"4001",2013,"Gavin Escobar","TE",2,2013,2017,0,0,0,64,7
"4002",2013,"Cobi Hamilton","WR",2,2014,2017,0,0,1,14,9
"4003",2013,"Mike James","RB",2,2013,2016,0,0,0,23,3
"4004",2013,"Tavarres King","WR",2,2014,2017,0,0,0,17,3
"4005",2013,"Tommy Bohanon","RB",1,2013,2018,0,0,1,68,30
"4006",2013,"Josh Boyce","WR",1,2013,2014,0,0,0,10,3
"4007",2013,"Justin Brown","WR",1,2014,2014,0,0,0,8,1
"4008",2013,"Johnathan Franklin","RB",1,2013,2013,0,0,0,11,0
"4009",2013,"Chris Gragg","TE",1,2013,2015,0,0,0,32,10
"4010",2013,"Michael Cox","RB",0,2013,2014,0,0,0,18,1
"4011",2013,"Justice Cunningham","TE",0,2013,2015,0,0,0,4,0
"4012",2013,"B.J. Daniels","QB",0,2015,2015,0,0,0,8,0
"4013",2013,"Kevin Dorsey","WR",0,2014,2014,0,0,0,3,0
"4014",2013,"Chris Harper","WR",0,2013,2013,0,0,0,4,0
"4015",2013,"D.C. Jefferson","TE",0,2013,2013,0,0,0,4,0
"4016",2013,"Nick Kasa","TE",0,2013,2013,0,0,0,16,1
"4017",2013,"Ryan Nassib","QB",0,2014,2015,0,0,0,5,0
"4018",2013,"Sean Renfree","QB",0,2015,2015,0,0,0,2,0
"4019",2013,"Michael Williams","TE",0,2015,2015,0,0,1,15,9
"4020",2013,"Alan Bonner","WR",NA,NA,NA,0,0,0,NA,NA
"4021",2013,"Zac Dysert","QB",NA,NA,NA,0,0,0,NA,NA
"4022",2013,"Jawan Jamison","RB",NA,NA,NA,0,0,0,NA,NA
"4023",2013,"Marcus Lattimore","RB",NA,NA,NA,0,0,0,NA,NA
"4024",2013,"Aaron Mellette","WR",NA,NA,NA,0,0,0,NA,NA
"4025",2013,"Brad Sorensen","QB",NA,NA,NA,0,0,0,NA,NA
"4026",2013,"Ryan Swope","WR",NA,NA,NA,0,0,0,NA,NA
"4027",2013,"Braden Wilson","FB",NA,NA,NA,0,0,0,NA,NA
"4028",2013,"Tyler Wilson","QB",NA,NA,NA,0,0,0,NA,NA
"4029",2014,"Derek Carr","QB",82,2014,2022,0,4,9,142,142
"4030",2014,"Davante Adams","WR",77,2014,2022,3,6,9,133,126
"4031",2014,"Brandin Cooks","WR",66,2014,2022,0,0,9,132,120
"4032",2014,"Mike Evans","WR",66,2014,2022,0,4,9,137,136
"4033",2014,"Jarvis Landry","WR",56,2014,2022,0,5,8,132,116
"4034",2014,"Odell Beckham Jr.","WR",55,2014,2021,0,3,6,96,91
"4035",2014,"Teddy Bridgewater","QB",49,2014,2022,0,1,4,78,65
"4036",2014,"Devonta Freeman","RB",49,2014,2021,0,2,4,98,71
"4037",2014,"Allen Robinson","WR",47,2014,2022,0,1,7,110,105
"4038",2014,"Jimmy Garoppolo","QB",46,2014,2022,0,0,3,74,57
"4039",2014,"Blake Bortles","QB",44,2014,2019,0,0,5,78,73
"4040",2014,"Sammy Watkins","WR",43,2014,2022,0,0,6,111,96
"4041",2014,"James White","RB",37,2014,2021,0,0,0,95,13
"4042",2014,"John Brown","WR",36,2014,2022,0,0,5,103,65
"4043",2014,"Carlos Hyde","RB",32,2014,2021,0,0,4,102,60
"4044",2014,"Jerick McKinnon","RB",31,2014,2022,0,0,1,104,18
"4045",2014,"Eric Ebron","TE",29,2014,2021,0,1,4,106,59
"4046",2014,"Jordan Matthews","WR",23,2014,2021,0,0,3,76,46
"4047",2014,"Kelvin Benjamin","WR",22,2014,2018,0,0,4,61,52
"4048",2014,"Jeremy Hill","RB",21,2014,2018,0,0,3,55,43
"4049",2014,"Martavis Bryant","WR",19,2014,2018,0,0,1,44,18
"4050",2014,"Alfred Blue","RB",18,2014,2018,0,0,1,73,16
"4051",2014,"Donte Moncrief","WR",18,2014,2020,0,0,3,83,43
"4052",2014,"Marqise Lee","WR",17,2014,2019,0,0,2,59,30
"4053",2014,"Paul Richardson","WR",14,2014,2019,0,0,3,64,29
"4054",2014,"Richard Rodgers","TE",14,2014,2022,0,0,2,98,29
"4055",2014,"Quincy Enunwa","WR",13,2014,2019,0,0,2,41,30
"4056",2014,"Charles Sims","RB",13,2014,2017,0,0,0,47,2
"4057",2014,"Logan Thomas","QB",11,2014,2022,0,0,2,78,42
"4058",2014,"Terrance West","RB",11,2014,2017,0,0,2,43,23
"4059",2014,"Ryan Grant","WR",10,2014,2019,0,0,1,80,26
"4060",2014,"Austin Seferian-Jenkins","TE",9,2014,2018,0,0,2,43,29
"4061",2014,"Tre Mason","RB",8,2014,2015,0,0,1,25,12
"4062",2014,"Bruce Ellington","WR",7,2014,2018,0,0,0,44,9
"4063",2014,"T.J. Jones","WR",7,2015,2019,0,0,0,45,9
"4064",2014,"De'Anthony Thomas","RB",7,2014,2019,0,0,0,69,6
"4065",2014,"Andre Williams","RB",7,2014,2017,0,0,0,41,7
"4066",2014,"C.J. Fiedorowicz","TE",6,2014,2017,0,0,2,51,42
"4067",2014,"Josh Huff","WR",6,2014,2016,0,0,0,37,6
"4068",2014,"Cody Latimer","WR",6,2014,2019,0,0,1,66,15
"4069",2014,"Bishop Sankey","RB",6,2014,2015,0,0,1,29,12
"4070",2014,"Jace Amaro","TE",4,2014,2016,0,0,0,17,4
"4071",2014,"Michael Campanaro","WR",4,2014,2017,0,0,0,24,0
"4072",2014,"Crockett Gillmore","TE",4,2014,2016,0,0,1,32,16
"4073",2014,"Johnny Manziel","QB",4,2014,2015,0,0,0,14,8
"4074",2014,"A.J. McCarron","QB",4,2015,2020,0,0,0,17,4
"4075",2014,"Ka'Deem Carey","RB",3,2014,2016,0,0,0,37,1
"4076",2014,"Tom Savage","QB",3,2014,2017,0,0,1,13,9
"4077",2014,"Lorenzo Taliaferro","RB",3,2014,2016,0,0,0,19,0
"4078",2014,"Garrett Gilbert","QB",2,2018,2021,0,0,0,8,2
"4079",2014,"Jeff Janis","WR",2,2014,2017,0,0,0,51,1
"4080",2014,"James Wright","WR",2,2014,2016,0,0,0,24,2
"4081",2014,"Jared Abbrederis","WR",1,2015,2017,0,0,0,22,0
"4082",2014,"David Fales","QB",1,2016,2019,0,0,0,5,0
"4083",2014,"Zach Mettenberger","QB",1,2014,2015,0,0,1,14,10
"4084",2014,"Troy Niklas","TE",1,2014,2017,0,0,1,41,18
"4085",2014,"Kevin Norwood","WR",1,2014,2015,0,0,0,10,2
"4086",2014,"Walt Powell","WR",1,2014,2016,0,0,0,15,2
"4087",2014,"Devin Street","WR",1,2014,2016,0,0,0,36,2
"4088",2014,"Dri Archer","WR",0,2014,2015,0,0,0,20,0
"4089",2014,"Marion Grice","RB",0,2014,2014,0,0,0,10,0
"4090",2014,"Matt Hazel","WR",0,2015,2017,0,0,0,9,1
"4091",2014,"Robert Herron","WR",0,2014,2014,0,0,0,8,0
"4092",2014,"Storm Johnson","RB",0,2014,2014,0,0,0,6,1
"4093",2014,"Jay Prosch","FB",0,2014,2017,0,0,2,63,13
"4094",2014,"Jalen Saunders","WR",0,2014,2014,0,0,0,15,0
"4095",2014,"Kiero Small","RB",0,2014,2014,0,0,0,3,3
"4096",2014,"Rob Blanchflower","TE",NA,NA,NA,0,0,0,NA,NA
"4097",2014,"Ted Bolser","TE",NA,NA,NA,0,0,0,NA,NA
"4098",2014,"Tajh Boyd","QB",NA,NA,NA,0,0,0,NA,NA
"4099",2014,"Shaquelle Evans","WR",NA,NA,NA,0,0,0,NA,NA
"4100",2014,"Tyler Gaffney","RB",NA,NA,NA,0,0,0,NA,NA
"4101",2014,"Jeremy Gallon","WR",NA,NA,NA,0,0,0,NA,NA
"4102",2014,"Arthur Lynch","TE",NA,NA,NA,0,0,0,NA,NA
"4103",2014,"Trey Millard","FB",NA,NA,NA,0,0,0,NA,NA
"4104",2014,"Aaron Murray","QB",NA,NA,NA,0,0,0,NA,NA
"4105",2014,"Tevin Reese","WR",NA,NA,NA,0,0,0,NA,NA
"4106",2014,"Lache Seastrunk","RB",NA,NA,NA,0,0,0,NA,NA
"4107",2014,"Keith Wenning","QB",NA,NA,NA,0,0,0,NA,NA
"4108",2015,"Stefon Diggs","WR",75,2015,2022,1,3,8,119,111
"4109",2015,"Tyler Lockett","WR",59,2015,2022,1,1,8,127,103
"4110",2015,"Jameis Winston","QB",59,2015,2022,0,1,5,86,80
"4111",2015,"Amari Cooper","WR",58,2015,2022,0,4,8,125,118
"4112",2015,"Todd Gurley","RB",54,2015,2020,2,3,6,88,87
"4113",2015,"Marcus Mariota","QB",54,2015,2022,0,0,5,87,74
"4114",2015,"Melvin Gordon","RB",50,2015,2022,0,2,7,108,94
"4115",2015,"David Johnson","RB",42,2015,2022,1,1,3,92,63
"4116",2015,"DeVante Parker","WR",35,2015,2022,0,0,5,106,75
"4117",2015,"Tevin Coleman","RB",33,2015,2022,0,0,2,94,37
"4118",2015,"Nelson Agholor","WR",32,2015,2022,0,0,7,118,95
"4119",2015,"Jamison Crowder","WR",31,2015,2022,0,0,4,100,51
"4120",2015,"Duke Johnson","RB",28,2015,2022,0,0,0,97,21
"4121",2015,"Darren Waller","WR",28,2015,2022,0,1,3,74,52
"4122",2015,"Chris Conley","WR",21,2015,2022,0,0,3,109,63
"4123",2015,"Mike Davis","RB",20,2015,2022,0,0,2,87,30
"4124",2015,"Devin Funchess","TE",20,2015,2019,0,0,2,62,41
"4125",2015,"T.J. Yeldon","RB",20,2015,2020,0,0,2,60,30
"4126",2015,"Jay Ajayi","RB",19,2015,2019,0,1,2,45,23
"4127",2015,"Ameer Abdullah","RB",17,2015,2022,0,0,2,108,23
"4128",2015,"Ty Montgomery","WR",17,2015,2022,0,0,1,79,20
"4129",2015,"Trevor Siemian","QB",17,2015,2022,0,0,2,35,30
"4130",2015,"Phillip Dorsett","WR",16,2015,2022,0,0,0,92,19
"4131",2015,"Breshad Perriman","WR",15,2016,2022,0,0,1,80,25
"4132",2015,"Javorius Allen","RB",14,2015,2019,0,0,0,64,6
"4133",2015,"C.J. Uzomah","TE",14,2015,2022,0,0,4,94,74
"4134",2015,"Jesse James","TE",12,2015,2022,0,0,4,104,63
"4135",2015,"JJ Nelson","WR",12,2015,2019,0,0,0,58,16
"4136",2015,"Nick Boyle","TE",9,2015,2022,0,0,4,90,53
"4137",2015,"Matt Jones","RB",9,2015,2017,0,0,0,25,7
"4138",2015,"Tyler Kroft","TE",9,2015,2022,0,0,2,92,52
"4139",2015,"Justin Hardy","WR",8,2015,2019,0,0,0,73,6
"4140",2015,"Maxx Williams","TE",8,2015,2022,0,0,2,83,45
"4141",2015,"Dorial Green-Beckham","WR",7,2015,2016,0,0,0,31,12
"4142",2015,"Jeremy Langford","RB",7,2015,2018,0,0,0,29,5
"4143",2015,"James O'Shaughnessy","TE",7,2015,2021,0,0,3,80,40
"4144",2015,"Clive Walford","TE",7,2015,2019,0,0,1,52,14
"4145",2015,"Tony Lippett","WR",6,2015,2018,0,0,1,28,13
"4146",2015,"Nick O'Leary","TE",6,2015,2019,0,0,2,59,24
"4147",2015,"MyCole Pruitt","TE",6,2015,2022,0,0,1,92,31
"4148",2015,"Geoff Swaim","TE",6,2015,2022,0,0,3,86,57
"4149",2015,"Cameron Artis-Payne","RB",5,2015,2018,0,0,0,32,3
"4150",2015,"Blake Bell","TE",5,2015,2022,0,0,1,100,27
"4151",2015,"Jeff Heuerman","TE",5,2016,2019,0,0,3,51,29
"4152",2015,"Brett Hundley","QB",5,2016,2019,0,0,1,18,9
"4153",2015,"Sammie Coates","WR",4,2015,2018,0,0,0,44,6
"4154",2015,"Bryce Petty","QB",4,2016,2017,0,0,0,10,7
"4155",2015,"Karlos Williams","RB",4,2015,2015,0,0,0,11,3
"4156",2015,"Kaelin Clay","WR",3,2015,2018,0,0,0,22,2
"4157",2015,"A.J. Derby","TE",3,2016,2018,0,0,0,25,4
"4158",2015,"Kevin White","WR",3,2016,2022,0,0,0,30,8
"4159",2015,"Rashad Greene","WR",2,2015,2018,0,0,0,25,1
"4160",2015,"Sean Mannion","QB",2,2015,2021,0,0,0,14,3
"4161",2015,"Keith Mumphery","WR",2,2015,2016,0,0,0,27,6
"4162",2015,"Marcus Murphy","RB",2,2015,2018,0,0,0,28,1
"4163",2015,"Aaron Ripkowski","FB",2,2015,2017,0,0,0,47,10
"4164",2015,"Devin Smith","WR",2,2015,2021,0,0,0,22,5
"4165",2015,"Neal Sterling","WR",2,2015,2018,0,0,0,35,6
"4166",2015,"Jaelen Strong","WR",2,2015,2017,0,0,0,20,3
"4167",2015,"David Cobb","RB",1,2015,2015,0,0,0,7,1
"4168",2015,"Ben Koyack","TE",1,2016,2019,0,0,0,48,18
"4169",2015,"Tre McBride","WR",1,2015,2017,0,0,0,17,3
"4170",2015,"Mario Alford","WR",0,2015,2016,0,0,0,4,0
"4171",2015,"Kennard Backman","TE",0,2015,2015,0,0,0,7,0
"4172",2015,"Michael Burton","FB",0,2015,2022,0,0,1,113,17
"4173",2015,"Gerald Christian","TE",0,2016,2016,0,0,0,3,0
"4174",2015,"Geremy Davis","WR",0,2015,2019,0,0,0,36,1
"4175",2015,"Jalston Fowler","FB",0,2015,2017,0,0,1,42,7
"4176",2015,"Joey Iosefa","FB",0,2015,2015,0,0,0,2,0
"4177",2015,"Malcolm Johnson","TE",0,2015,2016,0,0,0,19,6
"4178",2015,"Dezmin Lewis","WR",0,2015,2016,0,0,0,2,0
"4179",2015,"Vince Mayle","WR",0,2015,2017,0,0,0,23,0
"4180",2015,"Josh Robinson","RB",0,2015,2015,0,0,0,5,0
"4181",2015,"DeAndre Smelter","WR",0,2016,2016,0,0,0,2,0
"4182",2015,"Evan Spencer","WR",0,2015,2015,0,0,0,1,0
"4183",2015,"Randall Telfer","TE",0,2016,2017,0,0,2,30,19
"4184",2015,"Rory Anderson","TE",NA,NA,NA,0,0,0,NA,NA
"4185",2015,"Kenny Bell","WR",NA,NA,NA,0,0,0,NA,NA
"4186",2015,"Da'Ron Brown","WR",NA,NA,NA,0,0,0,NA,NA
"4187",2015,"Andre Debose","WR",NA,NA,NA,0,0,0,NA,NA
"4188",2015,"Garrett Grayson","QB",NA,NA,NA,0,0,0,NA,NA
"4189",2015,"Kenny Hilliard","RB",NA,NA,NA,0,0,0,NA,NA
"4190",2015,"Bud Sasser","WR",NA,NA,NA,0,0,0,NA,NA
"4191",2016,"Tyreek Hill","WR",78,2016,2022,4,7,6,108,90
"4192",2016,"Dak Prescott","QB",77,2016,2022,0,3,6,97,97
"4193",2016,"Jared Goff","QB",71,2016,2022,0,3,6,100,100
"4194",2016,"Ezekiel Elliott","RB",64,2016,2022,1,3,7,103,102
"4195",2016,"Carson Wentz","QB",59,2016,2022,0,1,6,93,92
"4196",2016,"Derrick Henry","RB",57,2016,2022,1,3,4,102,71
